"Year","x","nWx","nNx_total","nLx","B"
1943,79,133543.77,250269.86,30538,NA
1943,80,125054.63,229711.27,27489,NA
1943,81,110921.17,202041.47,24574,NA
1943,82,97284.46,175648.41,21757,NA
1943,83,83008.28,148746.36,19060,NA
1943,84,68980.34,122715.21,16491,NA
1943,85,56628.54,99872.94,14085,NA
1943,86,45986.53,80291.6,11880,NA
1943,87,36559.13,63221.11,9880,NA
1943,88,28340.73,48566.99,8076,NA
1943,89,21533.93,36515.54,6470,NA
1943,90,16143.81,27044.27,5074,NA
1943,91,12044.69,19930.82,3899,NA
1943,92,9011.04,14760.42,2946,NA
1943,93,6756.15,10969.28,2201,NA
1943,94,5000.62,8066.21,1631,NA
1943,95,3633.7,5831.83,1188,NA
1943,96,2598.56,4148.49,841,NA
1943,97,1836.66,2929.04,582,NA
1943,98,1320.81,2101.13,394,NA
1943,99,955.36,1516.27,261,NA
1943,100,652.11,1039.19,168,NA
1943,101,434.28,690.69,106,NA
1943,102,286.54,453.64,65,NA
1943,103,184.24,291.52,39,NA
1943,104,117.71,185.47,23,NA
1943,105,74.25,116.41,13,NA
1943,106,44.76,69.41,7,NA
1943,107,26.95,40.28,4,NA
1943,108,18.31,25.8,2,NA
1943,109,12.54,17.58,1,NA
1943,110,19.64,28.85,1,NA
1944,0,1232963.9,2527468.72,96976,NA
1944,1,1306224.71,2663740.9,96052,NA
1944,2,1267178.05,2574897.61,95774,NA
1944,3,1196305.05,2427258.12,95608,NA
1944,4,1136875,2310791.1,95481,NA
1944,5,1094933.89,2224529.13,95373,NA
1944,6,1077335.07,2185897.95,95282,NA
1944,7,1044105.65,2115625.91,95203,NA
1944,8,1023219.99,2071819.63,95133,NA
1944,9,1007366.02,2039421.06,95069,NA
1944,10,1015610.65,2064482.15,95007,NA
1944,11,1047815.36,2134186.34,94946,NA
1944,12,1074108.68,2190583.76,94884,1.53
1944,13,1111643.58,2262403.15,94817,192.76
1944,14,1145530.99,2326502.62,94745,3375.56
1944,15,1169118.83,2363385.38,94663,11593.49
1944,16,1181643.63,2373536.35,94571,29570.23
1944,17,1189383.04,2377675.47,94467,56072.98
1944,18,1191934.5,2117268.47,94352,85909.46
1944,19,1193745.27,1994705.15,94223,118393.31
1944,20,1190262.87,1967415.91,94082,150470.13
1944,21,1199241.88,1995621.25,93929,170085.06
1944,22,1201393.55,2017559.5,93769,179086.41
1944,23,1198533.63,2026709.13,93602,182395.89
1944,24,1193570.95,2035865.35,93433,186087.32
1944,25,1197435.99,2066558.51,93264,180939.55
1944,26,1186024.65,2066587.71,93094,162276.82
1944,27,1175537.98,2066003.32,92921,148388.5
1944,28,1165606.5,2069374.63,92743,140517.56
1944,29,1154221.65,2070537.16,92556,137938.22
1944,30,1129444.63,2047721.66,92356,127207.07
1944,31,1112418.74,2034880.37,92143,111708.32
1944,32,1094482.52,2018160.65,91916,100000.31
1944,33,1075406.11,1997015.46,91676,90799.54
1944,34,1056358.42,1974695.39,91421,82849.76
1944,35,1049312.36,1970711.92,91154,73043.11
1944,36,1039384.51,1964689.29,90875,61715.24
1944,37,1028846.49,1958464.74,90582,51888.4
1944,38,1016406.7,1949014.21,90274,42854.41
1944,39,1000915.7,1934083.88,89948,34299.05
1944,40,975058.55,1903933.63,89600,26799.37
1944,41,952694.16,1878073.25,89228,19507.8
1944,42,933465.23,1854295.56,88833,12492.48
1944,43,917140.38,1831618.39,88416,7322.11
1944,44,901898.31,1805887.04,87979,4046.54
1944,45,892025.15,1784743.3,87521,2387.82
1944,46,878428.04,1758741.5,87042,1344.5
1944,47,864079.6,1733913.07,86533,646.42
1944,48,848918.05,1709553.69,85989,286.46
1944,49,833933.38,1686196.24,85402,119.29
1944,50,810537.94,1646492.7,84763,51.74
1944,51,784296.12,1596273.98,84065,29.8
1944,52,756778.29,1542433.02,83308,20.23
1944,53,729787.35,1488763.4,82493,16.63
1944,54,704831.78,1439025.51,81624,15.77
1944,55,681343.08,1389263.41,80704,53.07
1944,56,656311.05,1338262.05,79733,NA
1944,57,630376.2,1283935.92,78702,NA
1944,58,604068.79,1227851.38,77604,NA
1944,59,577012.64,1170319.02,76430,NA
1944,60,556172.61,1126993.92,75178,NA
1944,61,542305.32,1095862.27,73857,NA
1944,62,528677.38,1064971,72469,NA
1944,63,513439.5,1030615.75,71010,NA
1944,64,495751.16,990635.16,69470,NA
1944,65,475587.78,944913.23,67835,NA
1944,66,450771.62,892801.01,66089,NA
1944,67,427071.4,843619.26,64223,NA
1944,68,405109.99,798088.92,62237,NA
1944,69,384331.68,754913.16,60136,NA
1944,70,357373.26,701573.72,57904,NA
1944,71,326663.52,640034.8,55511,NA
1944,72,296319.52,579193.71,52951,NA
1944,73,267195.18,520684.36,50234,NA
1944,74,240332.34,466764.4,47380,NA
1944,75,218341.68,420773.94,44436,NA
1944,76,199988.37,382444.97,41461,NA
1944,77,182110.92,345313.66,38484,NA
1944,78,162951.69,306447.67,35494,NA
1944,79,141162.17,263669.41,32449,NA
1944,80,127978.5,234301.64,29407,NA
1944,81,112060.63,203628.83,26433,NA
1944,82,98499.94,177400.73,23541,NA
1944,83,85599.91,152728.5,20783,NA
1944,84,72224.29,127826.42,18169,NA
1944,85,59217.09,103983.22,15698,NA
1944,86,48006.44,83534.82,13383,NA
1944,87,38452.98,66196.71,11251,NA
1944,88,30074.21,51250.29,9314,NA
1944,89,22864.54,38601.09,7575,NA
1944,90,16999.71,28388.13,6047,NA
1944,91,12516.9,20652.59,4743,NA
1944,92,9187.83,14992.07,3665,NA
1944,93,6805.18,11026.25,2805,NA
1944,94,5082.2,8191.3,2139,NA
1944,95,3737.06,5995.36,1606,NA
1944,96,2705.72,4320.88,1172,NA
1944,97,1929.95,3065.46,838,NA
1944,98,1365.02,2170.38,587,NA
1944,99,983.75,1563.29,403,NA
1944,100,677.41,1074.21,271,NA
1944,101,439.03,699.29,178,NA
1944,102,286.75,457.12,114,NA
1944,103,186.57,296.72,72,NA
1944,104,119.14,189.53,44,NA
1944,105,75.69,119.89,26,NA
1944,106,47.37,75.02,15,NA
1944,107,28.27,44.27,9,NA
1944,108,17.17,25.39,5,NA
1944,109,12.52,16.88,3,NA
1944,110,24.78,35.58,3,NA
1945,0,1211869.43,2483135.5,97097,NA
1945,1,1263145.76,2577159.26,96257,NA
1945,2,1406623.24,2859401.59,96014,NA
1945,3,1279645.18,2599168.38,95869,NA
1945,4,1194012.7,2429365.58,95754,NA
1945,5,1112641.28,2261266.1,95652,NA
1945,6,1089807.54,2215007.49,95563,NA
1945,7,1073054.67,2178044.77,95487,NA
1945,8,1038981.69,2105846.98,95419,NA
1945,9,1020215.22,2069367.21,95356,NA
1945,10,1042537.48,2122469.34,95297,NA
1945,11,1022354.93,2080116.29,95237,NA
1945,12,1053095.92,2145858.75,95174,1.52
1945,13,1079552.6,2200886.17,95108,193.2
1945,14,1117982.56,2272757.56,95036,3386.52
1945,15,1146566.56,2312553.2,94956,11271.7
1945,16,1160466.4,2326863.7,94867,28281.68
1945,17,1172171.21,2335889.75,94767,52954.9
1945,18,1178889.23,2025754.4,94657,80205.01
1945,19,1179877.99,1935822.16,94535,108931.36
1945,20,1175727.8,1925282.13,94401,136881.94
1945,21,1190693.5,1964138.44,94257,154242.35
1945,22,1202168.09,2007421.53,94106,163398.17
1945,23,1207136.81,2042098.7,93951,168632
1945,24,1207042.64,2061679.98,93792,175531.05
1945,25,1213174.92,2090868.33,93633,174143.67
1945,26,1199956.84,2088593.27,93473,158193.19
1945,27,1185697.55,2079221.54,93308,146215.16
1945,28,1172506.35,2071712.42,93138,139836.75
1945,29,1160517.88,2070669.63,92959,138717.15
1945,30,1136531.27,2051894.51,92770,129583.02
1945,31,1122770.56,2047780.44,92569,115457.97
1945,32,1108306.01,2039041.9,92354,104610.39
1945,33,1092487.81,2024700.67,92126,95871.38
1945,34,1074775.11,2003822.53,91883,87942.91
1945,35,1066722.21,1998062.02,91624,77944.77
1945,36,1054751.43,1989019.21,91350,66099.52
1945,37,1043841.89,1982448.5,91061,55456.35
1945,38,1032299.37,1975879.76,90758,45548.69
1945,39,1018766.44,1966094.58,90442,36238.47
1945,40,993616.51,1937257.1,90109,27966.04
1945,41,969366.75,1907958.42,89757,20303.17
1945,42,947738.13,1880323.92,89383,13187.79
1945,43,929439.38,1854542.74,88985,7919.7
1945,44,914210.82,1829662.59,88560,4513.21
1945,45,904862.46,1810175.5,88108,2744.64
1945,46,891376.25,1782812.79,87626,1573.97
1945,47,876499.43,1754555.49,87111,764.97
1945,48,860825.55,1727611.86,86560,341.14
1945,49,844531.18,1701716.4,85971,142.08
1945,50,821681.46,1664024.18,85339,61.23
1945,51,797314.17,1618010.99,84658,35.12
1945,52,771415.16,1567252.25,83927,24.18
1945,53,744222.76,1512810.88,83141,20.59
1945,54,717468.84,1458514.97,82298,20.25
1945,55,694271.85,1408813.68,81399,67.16
1945,56,670664.59,1361953.69,80442,NA
1945,57,645284.53,1310820.92,79425,NA
1945,58,619137.7,1256616.03,78341,NA
1945,59,592720.43,1200653.45,77185,NA
1945,60,570483.69,1154379.98,75958,NA
1945,61,555542.76,1120659.92,74665,NA
1945,62,541495.95,1088628.09,73308,NA
1945,63,527401.25,1056358.47,71882,NA
1945,64,511586.4,1020469.82,70378,NA
1945,65,492753.77,977221.82,68781,NA
1945,66,466738.87,922386.32,67072,NA
1945,67,440703.04,868290.4,65239,NA
1945,68,415907.41,817362.55,63283,NA
1945,69,393173.72,770712.71,61211,NA
1945,70,367128.69,719037.63,59020,NA
1945,71,337513.65,659548.08,56690,NA
1945,72,307170.36,598781.4,54203,NA
1945,73,277365,539030.75,51550,NA
1945,74,248796.07,481682.57,48731,NA
1945,75,224589.07,431547.11,45769,NA
1945,76,205797.49,392590.85,42728,NA
1945,77,187710.96,355427.9,39668,NA
1945,78,170272.75,319806.75,36620,NA
1945,79,151346.96,282050.3,33592,NA
1945,80,134001.73,244779.79,30601,NA
1945,81,115272.61,208831.32,27646,NA
1945,82,100009.07,179784.05,24746,NA
1945,83,87197.36,155314.17,21964,NA
1945,84,75140.94,132532.84,19337,NA
1945,85,62669.69,109584.14,16850,NA
1945,86,50673.01,87866.45,14482,NA
1945,87,40455.8,69462.41,12246,NA
1945,88,31900.27,54137.1,10183,NA
1945,89,24523.92,41171.9,8328,NA
1945,90,18289.47,30415.81,6700,NA
1945,91,13379.54,22022.09,5305,NA
1945,92,9701.91,15800.35,4139,NA
1945,93,7042.04,11374.06,3191,NA
1945,94,5192.6,8362.91,2443,NA
1945,95,3866.75,6206.69,1843,NA
1945,96,2837.8,4531.28,1356,NA
1945,97,2050.63,3254.02,978,NA
1945,98,1462.56,2304.02,692,NA
1945,99,1028.89,1622.52,479,NA
1945,100,710.83,1118.8,324,NA
1945,101,471.98,739.49,215,NA
1945,102,301.66,475.18,139,NA
1945,103,193.88,305.91,88,NA
1945,104,125.23,197.09,54,NA
1945,105,80.19,125.97,33,NA
1945,106,51.16,79.77,19,NA
1945,107,32.08,50.19,11,NA
1945,108,19.14,29.49,6,NA
1945,109,11.89,16.8,3,NA
1945,110,31.03,42.23,4,NA
1946,0,1241994.77,2543889.87,97031,NA
1946,1,1251058.33,2553216.52,96168,NA
1946,2,1351554.51,2746517.53,95945,NA
1946,3,1424308.38,2894498.8,95814,NA
1946,4,1278010.53,2604029.04,95712,NA
1946,5,1166633.21,2371952.23,95627,NA
1946,6,1111602.61,2258961.81,95551,NA
1946,7,1089656.07,2214490.46,95482,NA
1946,8,1071690.09,2174843.81,95419,NA
1946,9,1039195.56,2106660.15,95360,NA
1946,10,1052834.28,2146183,95305,NA
1946,11,1048381.44,2140480.28,95252,NA
1946,12,1028382.81,2096528.82,95196,2.48
1946,13,1057618.41,2158427.81,95137,220.19
1946,14,1084211.66,2212122.52,95072,3248.73
1946,15,1118350.37,2258976.58,94999,9241.99
1946,16,1136809.68,2279093.63,94918,26084.54
1946,17,1149858.96,2291046.13,94826,52008.64
1946,18,1160318.86,2034028.41,94723,95997.59
1946,19,1166363.07,2051840.87,94609,139922.37
1946,20,1166950.95,2087504.64,94483,175640.95
1946,21,1183627.52,2143371.33,94346,204673.46
1946,22,1200444.59,2197734.44,94202,218258.2
1946,23,1214492.41,2249927.83,94054,228917.02
1946,24,1222253.41,2285641.62,93904,226649.89
1946,25,1231035.16,2304539.57,93754,219722.15
1946,26,1217355.27,2286092.01,93603,206854.36
1946,27,1201386.76,2262186.86,93448,178841.61
1946,28,1184161.36,2231917.31,93289,176387.98
1946,29,1168187.45,2204848.84,93123,157199.08
1946,30,1143827.65,2171815.32,92948,147693.38
1946,31,1133743.36,2164047.87,92764,127175.9
1946,32,1122625.57,2150776.99,92569,119779.91
1946,33,1110621,2133489.15,92363,104197.76
1946,34,1096809.71,2111133.75,92143,91872.43
1946,35,1089725.21,2098758.83,91908,81461.28
1946,36,1073989.45,2076437.68,91658,70733.27
1946,37,1060509.73,2058141.75,91393,56126.78
1946,38,1048535.56,2042519.2,91113,50681.05
1946,39,1035890.16,2025815.5,90819,38212.33
1946,40,1012619.69,1991737.51,90510,28271.45
1946,41,987170.7,1951087.74,90182,18435.85
1946,42,963477.75,1912914.34,89833,14520.27
1946,43,942420.35,1878730.3,89458,8998.33
1946,44,924906.62,1849030.12,89056,5016.57
1946,45,914207,1828584.75,88625,2876.78
1946,46,901699.43,1803902.26,88163,1547.18
1946,47,887207.35,1775701.3,87668,530.44
1946,48,871089.08,1745851.99,87138,305.83
1946,49,854163.57,1716849.38,86570,168.45
1946,50,831478.72,1678795.11,85959,51.14
1946,51,808349.24,1635769.26,85303,19.05
1946,52,784475.12,1589044.88,84598,24.06
1946,53,758874.46,1537298.75,83844,23.06
1946,54,731961.98,1482244.72,83035,14.04
1946,55,707876.47,1430603.65,82172,64.17
1946,56,685217.25,1386080.29,81254,NA
1946,57,661079.64,1338699.11,80276,NA
1946,58,635279.87,1287281.73,79232,NA
1946,59,608871.62,1232955.93,78112,NA
1946,60,585445.21,1184591.14,76915,NA
1946,61,569661.94,1148054.46,75644,NA
1946,62,554528.56,1113186.22,74306,NA
1946,63,540273.02,1080143.86,72899,NA
1946,64,525725.95,1046463.66,71421,NA
1946,65,508615.35,1006597.15,69865,NA
1946,66,482126.41,950949.61,68210,NA
1946,67,455129.17,894623.4,66435,NA
1946,68,427964.25,838779.57,64533,NA
1946,69,402182.65,786370.23,62498,NA
1946,70,375309.62,733181.62,60326,NA
1946,71,347654.48,677405.58,58007,NA
1946,72,318394.97,618724.36,55534,NA
1946,73,288404.3,558767.02,52895,NA
1946,74,259143.33,500189.79,50086,NA
1946,75,233202.05,446966.43,47122,NA
1946,76,213294.49,405933.13,44066,NA
1946,77,194454.37,367467.9,40982,NA
1946,78,176542.91,331260.09,37908,NA
1946,79,159453.13,296923.84,34881,NA
1946,80,142218.05,259246.21,31922,NA
1946,81,121352.27,219419.17,28991,NA
1946,82,103338.01,185239.94,26059,NA
1946,83,88817.55,157965.85,23179,NA
1946,84,76777.12,135273.07,20413,NA
1946,85,65496.22,114220.64,17790,NA
1946,86,53901.8,93155.78,15300,NA
1946,87,42811.09,73317.45,12932,NA
1946,88,33561.34,56856.91,10720,NA
1946,89,26034.76,43539.24,8736,NA
1946,90,19709.44,32576.66,7032,NA
1946,91,14523.24,23782.29,5607,NA
1946,92,10490.25,17014.79,4430,NA
1946,93,7526.67,12101.1,3470,NA
1946,94,5417.95,8664.66,2696,NA
1946,95,3959.41,6332.62,2045,NA
1946,96,2934.53,4683.71,1500,NA
1946,97,2139.94,3397.86,1077,NA
1946,98,1539.03,2428.36,758,NA
1946,99,1089.13,1704.31,521,NA
1946,100,744.19,1162.19,350,NA
1946,101,507.72,787.76,230,NA
1946,102,335.97,519.02,148,NA
1946,103,213.39,331.81,92,NA
1946,104,136.05,212.08,57,NA
1946,105,88.18,137.12,34,NA
1946,106,57.42,88.93,20,NA
1946,107,37.32,57.19,11,NA
1946,108,23.75,36.68,6,NA
1946,109,14.34,21.73,3,NA
1946,110,37.74,50.77,4,NA
1947,0,1613092.47,3305038.09,97459,NA
1947,1,1280268.59,2614004.56,96816,NA
1947,2,1338345.31,2718610.27,96620,NA
1947,3,1376356.43,2796379.93,96503,NA
1947,4,1420861.66,2897403.84,96414,NA
1947,5,1247383.82,2538904.67,96338,NA
1947,6,1168241.9,2375127.73,96269,NA
1947,7,1114146.89,2264008.02,96209,NA
1947,8,1090636.86,2216075.36,96156,NA
1947,9,1074535.64,2181192.84,96109,NA
1947,10,1067903.86,2174944.62,96065,NA
1947,11,1053579.27,2151318.49,96021,NA
1947,12,1053778.13,2150357.36,95975,3
1947,13,1032594.73,2103801.4,95923,267.28
1947,14,1060263.2,2161497.31,95863,4193.79
1947,15,1083657.67,2200052.05,95794,12461.12
1947,16,1110444.67,2243579.44,95716,34550.97
1947,17,1129042.54,2265233,95628,74089.21
1947,18,1140722.97,2106448.38,95531,125372.94
1947,19,1150964.51,2163451.8,95425,180333.98
1947,20,1159285.19,2206454.85,95309,217672.24
1947,21,1178246.72,2265576.91,95186,238639.56
1947,22,1196075.96,2319372.77,95057,252506.86
1947,23,1214752.56,2370228.52,94924,260956.92
1947,24,1231374.47,2416291.14,94788,249439.93
1947,25,1246160.63,2446848.32,94650,242564.42
1947,26,1234773.65,2421802.72,94509,232227.09
1947,27,1218646.64,2388355.91,94363,209512.83
1947,28,1199955.46,2349041.04,94212,186174.16
1947,29,1179839,2304045.19,94054,172257.75
1947,30,1153035.87,2253880.62,93888,155625.21
1947,31,1144590.8,2242069.49,93715,132076.07
1947,32,1137329.89,2230709.17,93532,124995.09
1947,33,1128870.48,2214382.84,93340,108943.86
1947,34,1119303.05,2194264.21,93135,96090.86
1947,35,1115371.88,2182327.68,92916,82746.74
1947,36,1098572.3,2153290.44,92681,72116.75
1947,37,1080491.02,2122607.8,92430,60600.76
1947,38,1065448.62,2097096.15,92163,50438.83
1947,39,1052379.67,2074618.47,91880,39888.02
1947,40,1030944.93,2038766.14,91582,29360.26
1947,41,1004874.84,1992111.02,91264,18913.68
1947,42,980037.84,1946779.7,90923,15056.98
1947,43,956803.54,1905464.72,90555,9143.64
1947,44,936221.2,1869625.67,90159,5170.67
1947,45,921607.21,1842666.39,89731,2776.27
1947,46,908117.28,1816426.89,89271,1436.24
1947,47,894979.78,1790895.08,88778,747.68
1947,48,879521.84,1761023.92,88247,259.59
1947,49,862238.63,1728958.15,87676,130.3
1947,50,840710.37,1691123.68,87061,43.1
1947,51,818707.66,1650465.6,86398,23.05
1947,52,796203.52,1607540.83,85686,25.06
1947,53,772742.26,1560442.14,84924,14.03
1947,54,747367.88,1508173.77,84110,30.31
1947,55,723090.21,1456343.15,83243,62.9
1947,56,700635.8,1412510.7,82321,NA
1947,57,677412.75,1367178.56,81341,NA
1947,58,652675.05,1318987.66,80294,NA
1947,59,626401.81,1267008,79173,NA
1947,60,601302.27,1216875.63,77970,NA
1947,61,584298.42,1177635.72,76688,NA
1947,62,568177.54,1139587.87,75334,NA
1947,63,552822.96,1103641.69,73905,NA
1947,64,538383.2,1069688.37,72402,NA
1947,65,523078.6,1032855.69,70822,NA
1947,66,496687.29,977243.71,69144,NA
1947,67,469234.28,920175.18,67346,NA
1947,68,441309.87,862491.15,65415,NA
1947,69,413115.38,805138.78,63343,NA
1947,70,383850.29,747346.89,61118,NA
1947,71,356192.39,691741.06,58736,NA
1947,72,329040.69,637046.25,56204,NA
1947,73,300092.74,579154.65,53520,NA
1947,74,270461.26,520100.84,50670,NA
1947,75,243367.82,465178.36,47661,NA
1947,76,222096.87,421816.15,44547,NA
1947,77,201988.99,380946.07,41392,NA
1947,78,183116.54,343009.06,38235,NA
1947,79,165395.08,307753.61,35117,NA
1947,80,149917.81,272414.75,32087,NA
1947,81,129119.01,233007.59,29118,NA
1947,82,108973.84,195004.2,26143,NA
1947,83,91698.38,162622.4,23181,NA
1947,84,77934.9,137119.53,20296,NA
1947,85,66647.03,116123.36,17565,NA
1947,86,56228.73,96932.31,15030,NA
1947,87,45544,77754.7,12684,NA
1947,88,35446.88,59907.74,10508,NA
1947,89,27274.63,45542.69,8535,NA
1947,90,20865.88,34347.92,6830,NA
1947,91,15664.88,25482.16,5411,NA
1947,92,11421.16,18428.17,4243,NA
1947,93,8156.38,13060.35,3288,NA
1947,94,5786.75,9205.63,2514,NA
1947,95,4100.6,6495.61,1880,NA
1947,96,2967.48,4706.18,1365,NA
1947,97,2195.02,3474.13,970,NA
1947,98,1599.88,2518.13,674,NA
1947,99,1145.45,1791.48,458,NA
1947,100,785.57,1219.79,304,NA
1947,101,527.79,819.97,197,NA
1947,102,359.55,556.04,125,NA
1947,103,238.82,368.49,77,NA
1947,104,151.7,236.49,46,NA
1947,105,96.51,151.37,27,NA
1947,106,63.4,99.36,16,NA
1947,107,42.54,66.28,9,NA
1947,108,28.48,43.78,5,NA
1947,109,18.56,28.89,2,NA
1947,110,46.4,64.46,3,NA
1948,0,1564761.27,3205351.26,97503,NA
1948,1,1652753.39,3377664.67,96892,NA
1948,2,1369688.72,2782960.12,96710,NA
1948,3,1364492.02,2771332.11,96591,NA
1948,4,1369399.32,2793149.72,96500,NA
1948,5,1386845.48,2824593.7,96427,NA
1948,6,1250288.36,2544651.06,96364,NA
1948,7,1172177.97,2382958.13,96305,NA
1948,8,1116105.81,2267491.23,96251,NA
1948,9,1094751.62,2225084.48,96201,NA
1948,10,1100748.98,2244663.2,96155,NA
1948,11,1065672.15,2170745.58,96111,NA
1948,12,1054697.41,2150002.4,96064,3.13
1948,13,1056591.59,2151952.92,96014,299.02
1948,14,1032834,2098814.71,95957,4592.35
1948,15,1057702.94,2145984.64,95892,13513.01
1948,16,1077877.25,2186008.94,95818,37612.74
1948,17,1106431.98,2235470.77,95737,77309.97
1948,18,1124752.79,2160422.42,95648,129918.91
1948,19,1136396.68,2196690.64,95552,174507.63
1948,20,1148416.75,2223803.2,95449,210344.56
1948,21,1171661.53,2273017.57,95340,228810.2
1948,22,1191341.9,2319041.87,95226,235784.18
1948,23,1210351.45,2362444.52,95108,246521.23
1948,24,1230945.15,2408206.8,94987,240912.19
1948,25,1252596.2,2455162.14,94865,224965.96
1948,26,1250025.27,2449623.88,94740,215523.68
1948,27,1236728.72,2421782.07,94610,200522.48
1948,28,1218181.51,2384721.55,94475,185841.96
1948,29,1196839.83,2340478.44,94335,156160.25
1948,30,1168680.91,2283975.38,94187,149111.11
1948,31,1155926.33,2261466.66,94032,123459.04
1948,32,1150103.96,2252911.6,93869,115624.22
1948,33,1145670.29,2245653.63,93694,101682.29
1948,34,1139829.44,2233112.61,93507,91853.19
1948,35,1138266.01,2225612.7,93305,78815.2
1948,36,1125647.25,2204188.35,93086,66876.56
1948,37,1106233.57,2170879.95,92849,56860.06
1948,38,1085724.42,2136115.49,92594,50381.16
1948,39,1069071.99,2108087.85,92320,37110.67
1948,40,1049138.95,2075080.35,92029,28443.06
1948,41,1022073.78,2026962.3,91718,18417.53
1948,42,996742.45,1980352.25,91385,14480.08
1948,43,972397.03,1935028.96,91027,8727.74
1948,44,949523.49,1893828.59,90643,4856.42
1948,45,930541.17,1859267.38,90231,2703.8
1948,46,913212.85,1825304.5,89790,1253.69
1948,47,899274.73,1797965.36,89317,606.3
1948,48,885517.21,1770888.88,88810,375.81
1948,49,869138.56,1739019.33,88266,124.27
1948,50,849078.36,1701700.14,87677,38.08
1948,51,829940.56,1665622.75,87042,22.04
1948,52,808398.5,1625276.65,86358,19.04
1948,53,786392.15,1582583.98,85623,14.03
1948,54,763225.7,1535376.53,84836,23.39
1948,55,739750.84,1485398.42,83993,45.76
1948,56,717817.91,1442835.96,83092,NA
1948,57,694805.3,1398044.46,82132,NA
1948,58,670943.44,1351694.34,81106,NA
1948,59,645545.15,1302472,80008,NA
1948,60,619285.11,1251750.06,78831,NA
1948,61,599520.29,1208827.21,77575,NA
1948,62,582124.78,1168035.12,76244,NA
1948,63,565638.82,1128540.97,74835,NA
1948,64,550099.37,1091595.79,73347,NA
1948,65,535537.54,1055804.77,71780,NA
1948,66,511405.89,1003026.03,70118,NA
1948,67,483795.61,945570.97,68339,NA
1948,68,455349,887073.21,66433,NA
1948,69,426516.71,828169.21,64391,NA
1948,70,395580.94,766747.57,62200,NA
1948,71,364758.23,705634.69,59847,NA
1948,72,337633.27,651147.65,57340,NA
1948,73,310927.51,597475.28,54689,NA
1948,74,282311.31,540481.09,51883,NA
1948,75,254175.39,484165.78,48911,NA
1948,76,231755.69,439031.5,45813,NA
1948,77,210296.62,395835.74,42647,NA
1948,78,190070.4,355327.15,39455,NA
1948,79,171257.69,318088.56,36280,NA
1948,80,156369.01,283083.39,33194,NA
1948,81,136219.07,244920.4,30187,NA
1948,82,116155.47,207384.7,27199,NA
1948,83,96780.82,171251.78,24213,NA
1948,84,80311.16,140739.47,21252,NA
1948,85,67361.89,117049.32,18391,NA
1948,86,57001.14,98039.26,15721,NA
1948,87,47541.9,80840.76,13289,NA
1948,88,37883.19,63739.09,11083,NA
1948,89,28879.06,48051.46,9075,NA
1948,90,21824.1,35852.14,7296,NA
1948,91,16540.83,26797.09,5788,NA
1948,92,12294.63,19720.67,4545,NA
1948,93,8846.32,14126.01,3525,NA
1948,94,6217.6,9887.51,2690,NA
1948,95,4324.31,6836.65,2003,NA
1948,96,3019.35,4744.98,1452,NA
1948,97,2181.05,3429.4,1029,NA
1948,98,1635.69,2564.68,713,NA
1948,99,1199.91,1869.46,483,NA
1948,100,822.59,1279.06,319,NA
1948,101,545.76,846.4,206,NA
1948,102,367.63,571.41,129,NA
1948,103,252.26,391.2,79,NA
1948,104,170.02,263.64,47,NA
1948,105,109,171.54,28,NA
1948,106,69.8,110.92,16,NA
1948,107,47.04,74.75,9,NA
1948,108,32.95,51.86,5,NA
1948,109,22.92,35.42,2,NA
1948,110,58.78,84.51,3,NA
1949,0,1552822.49,3175004.44,97514,NA
1949,1,1607580.7,3287693.67,96911,NA
1949,2,1756212.66,3571436.53,96739,NA
1949,3,1389832.13,2824109.79,96630,NA
1949,4,1355218.18,2766086.57,96545,NA
1949,5,1339547.13,2728414.46,96475,NA
1949,6,1390951.24,2832655.33,96416,NA
1949,7,1255352.87,2557865.33,96363,NA
1949,8,1174849.45,2387797.5,96311,NA
1949,9,1120962.64,2277882.53,96262,NA
1949,10,1118141.49,2281881.61,96216,NA
1949,11,1099878.74,2241170.69,96172,NA
1949,12,1065851.65,2168581.55,96128,3.12
1949,13,1056216.79,2150065.59,96081,295.4
1949,14,1057061.53,2146941.12,96029,4727.85
1949,15,1029684.14,2082604.4,95970,13765.38
1949,16,1050059.71,2123929.77,95903,38326.02
1949,17,1073730.29,2171234.22,95829,77079.92
1949,18,1103611.8,2155886.32,95750,127426.72
1949,19,1121546.74,2194796.84,95665,177324.61
1949,20,1136014.17,2216208.28,95573,204749.15
1949,21,1161252.18,2262426.63,95477,227988.06
1949,22,1183271.78,2303739.61,95375,237433.54
1949,23,1206276.13,2351902.83,95270,243617.28
1949,24,1224880.99,2390444.74,95161,243421.88
1949,25,1247159.97,2436813.13,95049,232026.39
1949,26,1259636.38,2461974.57,94933,214878.03
1949,27,1256021.42,2455683.36,94814,201906.29
1949,28,1235424.54,2414140.09,94688,191590.02
1949,29,1219345.09,2383857.49,94557,168917.27
1949,30,1193479.17,2331934.26,94418,147258.62
1949,31,1171041.89,2288959.49,94271,127717.32
1949,32,1159051.67,2265694.74,94115,115335.79
1949,33,1158668.36,2267362.7,93948,100928.1
1949,34,1156296.77,2263751.09,93771,91311.27
1949,35,1154459.2,2257391.76,93580,79938.82
1949,36,1149105.89,2249860.43,93375,67427.02
1949,37,1133891.07,2224087.24,93155,55904.26
1949,38,1112076.33,2186793.53,92918,49807.69
1949,39,1088127.75,2145967.74,92664,38757.91
