"Year","x","nWx","nNx_total","nLx","B"
1970,98,4896.51,6913.46,1644,NA
1970,99,3245.04,4579.74,1148,NA
1970,100,2197,3075.81,781,NA
1970,101,1393.57,1920.11,518,NA
1970,102,897.02,1226.87,335,NA
1970,103,588.85,810.95,210,NA
1970,104,373.83,530.92,129,NA
1970,105,236.73,353.02,76,NA
1970,106,153.4,232.6,44,NA
1970,107,101.57,150.84,25,NA
1970,108,69.21,101.69,14,NA
1970,109,50.15,76.19,7,NA
1970,110,167.27,244.28,8,NA
1971,0,1738444.52,3558069.67,98550,NA
1971,1,1705678.84,3480187.41,98307,NA
1971,2,1648937.34,3366022.25,98215,NA
1971,3,1639765.56,3345072.96,98149,NA
1971,4,1706331.69,3478796.02,98097,NA
1971,5,1752431.25,3575674.2,98051,NA
1971,6,1857701.46,3780738.01,98009,NA
1971,7,1937368.96,3952288.75,97973,NA
1971,8,1949873.88,3979549.02,97942,NA
1971,9,2008559.46,4098795.42,97915,NA
1971,10,2115852.84,4320166.85,97888,NA
1971,11,2030450.25,4141295.66,97861,NA
1971,12,2050396.13,4180440.24,97834,314
1971,13,2056454.92,4188423.76,97804,1798
1971,14,2075344.32,4230135.34,97771,9466
1971,15,2018476.03,4119055.64,97731,31116
1971,16,1969444.82,4012387.52,97681,72274
1971,17,1940428.31,3945614.18,97622,122908
1971,18,1914857.41,3852446.44,97556,176522
1971,19,1892356.57,3770180.24,97485,225122
1971,20,1870432.9,3681745.91,97416,246540
1971,21,1765354.29,3441454.59,97346,260102
1971,22,1746784.96,3415481.33,97272,272450
1971,23,1740842.53,3414200.64,97199,285170
1971,24,1853056.32,3651224.38,97129,290718
1971,25,1434000.53,2836831.98,97053,224650
1971,26,1397792.06,2758912.51,96970,205802
1971,27,1434310.86,2824394.18,96889,193394
1971,28,1483708.44,2923120.6,96809,179992
1971,29,1346328.38,2655688.44,96721,143054
1971,30,1326887.22,2618084.69,96629,116120
1971,31,1204080.38,2369543.77,96530,93428
1971,32,1188180.21,2330152.68,96420,77730
1971,33,1163604.6,2275817.62,96303,65254
1971,34,1162249.26,2269250.58,96177,53842
1971,35,1145290.48,2236578.61,96041,46324
1971,36,1137760.15,2220630.6,95894,38860
1971,37,1113496.87,2170031.21,95733,30720
1971,38,1135568.49,2213048.68,95556,26216
1971,39,1147989.85,2242220.41,95367,20444
1971,40,1182170.61,2312366.79,95158,15862
1971,41,1212465.97,2367950.95,94933,11434
1971,42,1219752.31,2379749.78,94689,7994
1971,43,1218214.34,2374448.44,94414,4966
1971,44,1228225.08,2387706.07,94122,2730
1971,45,1243460.71,2408667.4,93812,1472
1971,46,1256475.65,2429209.07,93465,710
1971,47,1255500.46,2424013.67,93088,318
1971,48,1252483.86,2416213.89,92695,114
1971,49,1256758.4,2427745.69,92276,40
1971,50,1241241.46,2400479.25,91817,0
1971,51,1235024.35,2383039.42,91333,0
1971,52,1193561.62,2297096.04,90815,0
1971,53,1138303.75,2190828.61,90247,0
1971,54,1100759.49,2118256.74,89634,0
1971,55,1085721.03,2086693.76,88980,0
1971,56,1077738.47,2067708.4,88280,NA
1971,57,1059746.66,2028749.24,87530,NA
1971,58,1036272.09,1975762.75,86728,NA
1971,59,1013542.36,1925317.74,85880,NA
1971,60,989195.46,1872362.29,84969,NA
1971,61,981796.74,1852064.84,83994,NA
1971,62,953524.21,1786257.56,82956,NA
1971,63,920538.01,1713046.1,81842,NA
1971,64,890792.3,1645042.96,80668,NA
1971,65,864708.11,1584935.99,79399,NA
1971,66,839796.44,1526065.11,78042,NA
1971,67,803042.05,1449782.67,76615,NA
1971,68,756249.65,1356487.39,75078,NA
1971,69,716480.88,1274496.37,73438,NA
1971,70,700034.42,1229075.7,71598,NA
1971,71,687891.05,1198278.2,69587,NA
1971,72,635904.53,1100796.26,67540,NA
1971,73,589041.07,1015011.06,65369,NA
1971,74,560673.61,959815.41,63027,NA
1971,75,540938.05,917626.83,60476,NA
1971,76,512744.21,863687.92,57769,NA
1971,77,476480.08,797728.48,55003,NA
1971,78,441947.47,735612.68,52093,NA
1971,79,400536.01,659302.98,49025,NA
1971,80,369491.57,596690.79,45847,NA
1971,81,338738.78,542922.17,42606,NA
1971,82,304644.15,486176.37,39293,NA
1971,83,260596.59,413123.97,35894,NA
1971,84,220630.32,346359.68,32445,NA
1971,85,192481.24,299508.33,28971,NA
1971,86,164921.21,254547.82,25551,NA
1971,87,136966.87,209197.22,22271,NA
1971,88,111201.43,168182.04,19183,NA
1971,89,89012.16,133306.55,16319,NA
1971,90,70847.66,104981.99,13656,NA
1971,91,54698.78,80094.74,11223,NA
1971,92,40520.18,58696.65,9079,NA
1971,93,30246.81,43608.45,7174,NA
1971,94,22695.39,32411.94,5531,NA
1971,95,16733.64,23550.09,4196,NA
1971,96,11642.43,16206.02,3126,NA
1971,97,7716.76,10695.58,2275,NA
1971,98,5213.13,7267.48,1615,NA
1971,99,3478.09,4874.96,1118,NA
1971,100,2308.41,3221.23,754,NA
1971,101,1543.97,2144.96,495,NA
1971,102,970.84,1328.73,316,NA
1971,103,627.33,857.85,196,NA
1971,104,410.75,569.86,118,NA
1971,105,265.69,381.91,69,NA
1971,106,172.46,258.15,39,NA
1971,107,113.39,174.77,22,NA
1971,108,71.86,108.31,12,NA
1971,109,50.6,73.46,6,NA
1971,110,178.91,255.88,6,NA
1972,0,1624456.26,3323970.92,98634,NA
1972,1,1721026.37,3515716.19,98400,NA
1972,2,1679715.6,3431508.02,98311,NA
1972,3,1670981.76,3409354.79,98246,NA
1972,4,1669819.52,3405189.46,98196,NA
1972,5,1705080.27,3479792.48,98154,NA
1972,6,1769396.35,3601618.17,98115,NA
1972,7,1872469.43,3817535.04,98079,NA
1972,8,1909616.92,3898033.32,98046,NA
1972,9,1985893.4,4053840.26,98017,NA
1972,10,2083755.24,4256166.27,97990,NA
1972,11,2059018.95,4202733.17,97964,NA
1972,12,2044166.77,4169232.4,97938,279
1972,13,2062170.91,4198726.03,97909,1908
1972,14,2091716.52,4262204.79,97875,9895
1972,15,2073824.34,4232874.32,97834,33739
1972,16,2010471.37,4096308.79,97785,76709
1972,17,1981205.1,4028905.16,97726,126193
1972,18,1961724.43,3947457.24,97659,172840
1972,19,1950280.55,3897041.26,97592,206799
1972,20,1913816.12,3805852.23,97523,221371
1972,21,1819818.11,3603863.92,97454,228580
1972,22,1760370.81,3472753.18,97382,234208
1972,23,1742027.98,3428990.59,97311,243073
1972,24,1797275.04,3549218.31,97238,246951
1972,25,1835316.4,3643610.85,97164,250222
1972,26,1421949.2,2820595.72,97090,187647
1972,27,1422917.38,2809416.74,97010,168143
1972,28,1430338.18,2819176.04,96928,153761
1972,29,1503647.15,2967872.11,96841,140619
1972,30,1413147.15,2793257.38,96751,110723
1972,31,1267211.64,2499235.66,96654,86236
1972,32,1218784.5,2393722.87,96547,71115
1972,33,1184178.61,2318157.24,96428,58012
1972,34,1198702.26,2342756.99,96303,48915
1972,35,1159240.9,2265246.9,96170,39530
1972,36,1143529.01,2231558.82,96024,33967
1972,37,1139513.68,2223646.39,95867,27982
1972,38,1110028.81,2166563.44,95695,22142
1972,39,1144402.31,2234466.59,95510,17707
1972,40,1154232.86,2260219.51,95314,13364
1972,41,1177155.69,2305831.92,95102,9573
1972,42,1211468.54,2369212.56,94860,7175
1972,43,1213241.86,2368472.81,94589,4282
1972,44,1215732.28,2369700.99,94296,2467
1972,45,1222719.26,2374715.59,93983,1245
1972,46,1236433.41,2394641.17,93648,613
1972,47,1252732.89,2420718.07,93270,260
1972,48,1251491.85,2411735.88,92864,115
1972,49,1262508.82,2431479.48,92445,51
1972,50,1245738.02,2404712.44,92000,0
1972,51,1247255.52,2408235.89,91527,0
1972,52,1231285.66,2371099.12,91017,0
1972,53,1187032.39,2281048.78,90461,0
1972,54,1127329.25,2165393.01,89869,0
1972,55,1089487.99,2091211.36,89233,0
1972,56,1077467.76,2063663.15,88534,NA
1972,57,1068476.19,2043170.06,87789,NA
1972,58,1049989.74,2000490.25,86999,NA
1972,59,1031477.74,1957696.95,86138,NA
1972,60,989534.5,1871285.01,85208,NA
1972,61,985944.22,1859850.97,84222,NA
1972,62,979516.9,1833793.72,83173,NA
1972,63,956757.95,1776952.98,82090,NA
1972,64,925507.94,1703219.39,80953,NA
1972,65,892506.74,1630198.63,79688,NA
1972,66,863474.8,1564163.01,78330,NA
1972,67,829514.97,1493960.94,76871,NA
1972,68,786744.22,1408198.95,75306,NA
1972,69,733263.66,1306441,73625,NA
1972,70,681725.06,1201203.82,71801,NA
1972,71,681761.56,1188721.38,69816,NA
1972,72,661104.97,1140441.04,67660,NA
1972,73,613129.8,1050968,65434,NA
1972,74,563233.12,958940.7,63072,NA
1972,75,535633.52,904960.96,60483,NA
1972,76,519912.36,870075.49,57774,NA
1972,77,491462,816105.34,54995,NA
1972,78,458717.46,758877.35,52106,NA
1972,79,419686.11,688575.77,49056,NA
1972,80,383049.25,617720.34,45844,NA
1972,81,343252.25,546377.8,42597,NA
1972,82,312518.74,493494.68,39313,NA
1972,83,278439.66,437763.3,35916,NA
1972,84,235683.14,367906.73,32485,NA
1972,85,197280.9,304900.3,29091,NA
1972,86,169958.48,260439.61,25723,NA
1972,87,143809.8,218585.21,22412,NA
1972,88,117969.25,177497.74,19292,NA
1972,89,94590.93,140731.03,16382,NA
1972,90,74362.26,109723.09,13686,NA
1972,91,58307.98,85141.4,11259,NA
1972,92,44244.98,63840.59,9099,NA
1972,93,32066.84,45746.87,7238,NA
1972,94,23397.39,33229,5641,NA
1972,95,17286.44,24310.65,4286,NA
1972,96,12496.82,17308.08,3197,NA
1972,97,8474.67,11646.89,2329,NA
1972,98,5486.6,7543.05,1656,NA
1972,99,3682.23,5090.22,1148,NA
1972,100,2456.88,3406.17,775,NA
1972,101,1624.98,2242.81,509,NA
1972,102,1067.25,1477.94,325,NA
1972,103,671.11,926,202,NA
1972,104,428.65,592.04,122,NA
1972,105,284.85,395.98,72,NA
1972,106,182.49,263.36,41,NA
1972,107,120.25,182.18,23,NA
1972,108,83.16,126.41,12,NA
1972,109,56.34,80.84,6,NA
1972,110,171.77,253.39,6,NA
1973,0,1547920.48,3167292.65,98673,NA
1973,1,1602297.32,3272941.8,98441,NA
1973,2,1697470.66,3471655.4,98351,NA
1973,3,1703170.07,3477665.73,98289,NA
1973,4,1701060.98,3469515.45,98242,NA
1973,5,1668076.64,3404931.73,98200,NA
1973,6,1719365.88,3501851.82,98161,NA
1973,7,1786343.51,3642499.16,98125,NA
1973,8,1840685.62,3755471.31,98094,NA
1973,9,1949630.89,3979562.6,98065,NA
1973,10,2054965.77,4199736.44,98039,NA
1973,11,2032539.64,4149743.62,98014,NA
1973,12,2069092.86,4223131.64,97988,361
1973,13,2055622.12,4188889.26,97960,2064
1973,14,2095491.96,4267871.2,97927,10436
1973,15,2092451.67,4268925.03,97888,34752
1973,16,2067796.18,4213052,97839,77889
1973,17,2020959.46,4110803.85,97781,125762
1973,18,1997487.4,4023932.32,97715,167501
1973,19,2004426.56,4010563.94,97646,198192
1973,20,1967795.56,3929516.61,97576,209803
1973,21,1864453.61,3719138.71,97506,216519
1973,22,1814806.33,3603255.28,97435,221906
1973,23,1757367.18,3474805.31,97366,225259
1973,24,1794051.56,3546832.97,97297,227626
1973,25,1782992.26,3539841.84,97228,227480
1973,26,1819487.89,3618600.6,97158,225070
1973,27,1446352.32,2866887.43,97080,164419
1973,28,1412874.76,2790075.39,96996,143861
1973,29,1461013.75,2883480.97,96912,127496
1973,30,1567440.86,3100063.8,96825,114998
1973,31,1353515.95,2673275.36,96729,86262
1973,32,1281950.15,2522213.93,96628,69014
1973,33,1213544.52,2378506.72,96517,54896
1973,34,1219664.91,2385862.84,96397,44806
1973,35,1192673.63,2333480.11,96270,36851
1973,36,1155002.3,2254259.79,96128,29789
1973,37,1145528.5,2233806.44,95972,24869
1973,38,1133215.54,2213805.91,95803,20016
1973,39,1122405.94,2194302.07,95618,15264
1973,40,1152446.57,2255343.97,95417,11601
1973,41,1144979.32,2244195.72,95202,8312
1973,42,1176429.05,2306601.51,94969,6041
1973,43,1204223.72,2355952.68,94710,3883
1973,44,1212996.97,2367987.57,94429,2025
1973,45,1210465.61,2355435.77,94131,1103
1973,46,1215730.74,2360715.04,93800,509
1973,47,1233453.9,2387669.88,93431,209
1973,48,1247728.34,2404706.99,93032,91
1973,49,1266243.48,2435490.76,92612,30
1973,50,1245220.36,2396942.37,92167,0
1973,51,1255991.63,2419972.96,91688,0
1973,52,1243255.44,2395245.59,91182,0
1973,53,1226034.63,2357314.12,90635,0
1973,54,1176046.94,2255559.7,90047,0
1973,55,1115555.13,2137352.86,89415,0
1973,56,1081745.61,2069211.96,88725,NA
1973,57,1068718.86,2039938.95,87972,NA
1973,58,1059485.7,2014674.52,87171,NA
1973,59,1047986.13,1987969.03,86318,NA
1973,60,1000495.7,1890720.43,85393,NA
1973,61,992508.87,1871516.38,84421,NA
1973,62,984918.76,1843077,83384,NA
1973,63,982015.24,1824001.69,82287,NA
1973,64,960749.56,1765218.82,81157,NA
1973,65,926524.84,1687226.06,79930,NA
1973,66,890027.85,1607515.56,78613,NA
1973,67,851478.68,1529883.18,77211,NA
1973,68,813774.53,1452711.56,75699,NA
1973,69,763497.22,1357966.75,74079,NA
1973,70,693223.94,1222652.53,72276,NA
1973,71,668000.53,1169736.89,70367,NA
1973,72,655010.89,1129219.81,68278,NA
1973,73,641151.29,1095733.83,65983,NA
1973,74,588159.23,995277.87,63669,NA
1973,75,538499.44,904463.04,61189,NA
1973,76,516829.64,860923.22,58526,NA
1973,77,498899.12,823046.4,55754,NA
1973,78,475444.53,780577.64,52844,NA
1973,79,433685.55,707837.99,49828,NA
1973,80,396963.63,637422.95,46640,NA
1973,81,356079.23,565825.05,43370,NA
1973,82,316850.05,496765.01,40077,NA
1973,83,285615.53,444161.85,36650,NA
1973,84,251917.5,389890.97,33148,NA
1973,85,210929.86,324050.18,29666,NA
1973,86,174350.53,265258.49,26257,NA
1973,87,148246.2,223710.93,22951,NA
1973,88,123739.75,185411.47,19760,NA
1973,89,100067.75,148311.45,16746,NA
1973,90,78820.67,115577.76,13952,NA
1973,91,61139.06,88851.48,11473,NA
1973,92,47148.1,67886.36,9291,NA
1973,93,35073.07,49815.53,7339,NA
1973,94,24825.64,34810.69,5681,NA
1973,95,17730.31,24810.81,4314,NA
1973,96,12842.18,17810.01,3205,NA
1973,97,9090.74,12421.19,2324,NA
1973,98,6042.52,8212.33,1644,NA
1973,99,3888.51,5266.25,1132,NA
1973,100,2571.86,3510.27,759,NA
1973,101,1687.88,2317.13,495,NA
1973,102,1098.87,1526.15,314,NA
1973,103,733.43,1019.37,193,NA
1973,104,456.63,633.18,116,NA
1973,105,289.97,403.91,67,NA
1973,106,190.64,264.51,38,NA
1973,107,124.13,183.24,21,NA
1973,108,86.09,132.84,11,NA
1973,109,64.31,95.59,6,NA
1973,110,167.98,255.62,6,NA
1974,0,1507904.6,3088345.77,98703,NA
1974,1,1521099.13,3108016.19,98478,NA
1974,2,1583665.12,3238411.92,98395,NA
1974,3,1723044.62,3521285.52,98337,NA
1974,4,1733365.63,3538552.32,98290,NA
1974,5,1699297.5,3468505.04,98252,NA
1974,6,1680253.63,3423813.71,98218,NA
1974,7,1738896.94,3547929.45,98188,NA
1974,8,1751945.89,3574699.5,98160,NA
1974,9,1884484.41,3843573.29,98134,NA
1974,10,2012679.72,4113916.01,98111,NA
1974,11,2009406.81,4104620.99,98088,NA
1974,12,2039041.67,4163249.33,98062,370
1974,13,2081150.28,4245983.35,98034,2008
1974,14,2087502.82,4253903.34,98002,10151
1974,15,2098731.96,4279612.52,97966,33718
1974,16,2088693.66,4253398.44,97921,75909
1974,17,2077828.09,4227832.83,97869,124550
1974,18,2032733.39,4102355.27,97810,164609
1974,19,2047694.78,4105075.05,97746,196663
1974,20,2017721.76,4040855.99,97682,211702
1974,21,1919577.11,3838354.67,97618,219162
1974,22,1859721.26,3700990.2,97552,224559
1974,23,1813804.25,3599510.41,97486,228238
1974,24,1805489.33,3577541.09,97419,224390
1974,25,1783291.81,3538080.44,97350,224316
1974,26,1768211,3513973.07,97279,217821
1974,27,1849334.57,3672512.35,97206,208064
1974,28,1429702.35,2833125.42,97130,148425
1974,29,1455083.28,2875502.52,97049,124692
1974,30,1513370.74,2992397.95,96967,109199
1974,31,1505203.66,2973791.88,96878,92930
1974,32,1368057.73,2694974.9,96785,71629
1974,33,1275458.16,2503234.84,96683,55208
1974,34,1249674.26,2447535.71,96567,43941
1974,35,1210907.87,2371105.88,96444,34639
1974,36,1185906.83,2316169.7,96313,28359
1974,37,1157500.36,2256272.73,96170,22842
1974,38,1137271.32,2219033.91,96013,18133
1974,39,1150351.66,2250340.82,95845,14142
1974,40,1132582.17,2218119.2,95661,10393
1974,41,1138598.27,2229913.24,95459,7268
1974,42,1144982.56,2245451.8,95230,5125
1974,43,1168422.44,2291362.92,94978,3279
1974,44,1206469.6,2359455.78,94707,1813
1974,45,1208005.06,2352246.47,94417,894
1974,46,1203477,2341692.84,94101,490
1974,47,1213987.48,2355971.11,93758,209
1974,48,1227452.44,2367675.32,93388,82
1974,49,1266988.67,2436969.94,92984,36
1974,50,1242766.63,2389256.73,92549,0
1974,51,1260243.61,2420469.97,92085,0
1974,52,1251754.97,2406234.35,91588,0
1974,53,1239500.34,2384758.64,91052,0
1974,54,1215041.78,2332359.37,90488,0
1974,55,1164053.46,2226852.94,89890,0
1974,56,1108825.01,2117120,89226,NA
1974,57,1073773.74,2046762.36,88508,NA
1974,58,1060723.45,2012179.99,87749,NA
1974,59,1060487.77,2008191.58,86931,NA
1974,60,1009745.91,1907715.64,86029,NA
1974,61,1009763.17,1904254.67,85060,NA
1974,62,993046.96,1857070.97,84048,NA
1974,63,986456.01,1832624.21,82975,NA
1974,64,985019.62,1810531.43,81848,NA
1974,65,961023.09,1748278.89,80661,NA
1974,66,923288.81,1663049.13,79399,NA
1974,67,876296.39,1571069.03,78040,NA
1974,68,836513.82,1489976.99,76572,NA
1974,69,790023.34,1402031.65,74990,NA
1974,70,717517.5,1263011.93,73237,NA
1974,71,684512.86,1201273.73,71346,NA
1974,72,641502.52,1109283.62,69331,NA
1974,73,637770.36,1089791.86,67115,NA
1974,74,617154.23,1041037.6,64750,NA
1974,75,564169.31,942059.93,62313,NA
1974,76,522529.61,864772.13,59740,NA
1974,77,496383.53,814756.37,57049,NA
1974,78,485218.62,792432.67,54241,NA
1974,79,447945.04,726163.2,51286,NA
1974,80,403360.66,643637.54,48175,NA
1974,81,369796.87,585189.96,44937,NA
1974,82,329554.03,515844.82,41632,NA
1974,83,290178.47,448204.28,38218,NA
1974,84,258878.73,396481.2,34681,NA
1974,85,225869.6,344149.29,31127,NA
1974,86,187016.78,282769.28,27645,NA
1974,87,152674.54,228656.01,24279,NA
1974,88,128018.61,190236.04,21038,NA
1974,89,105226.91,155351.97,17940,NA
1974,90,83713.86,122277.25,15082,NA
1974,91,65034.15,93891.09,12507,NA
1974,92,49690.48,71094.93,10200,NA
1974,93,37426.54,53085.11,8143,NA
1974,94,27274.05,38179.09,6360,NA
1974,95,18825.56,26095.61,4865,NA
1974,96,13179.12,18203.5,3648,NA
1974,97,9381.74,12825.53,2672,NA
1974,98,6486.14,8765.87,1909,NA
1974,99,4281,5739.45,1330,NA
1974,100,2706.23,3617.87,902,NA
1974,101,1774.29,2406.01,595,NA
1974,102,1145.38,1574.73,381,NA
1974,103,742.36,1041.22,238,NA
1974,104,495.04,692.48,144,NA
1974,105,308.1,430.75,85,NA
1974,106,201.64,280.83,48,NA
1974,107,132.6,187.75,27,NA
1974,108,85.76,133.51,14,NA
1974,109,62.14,99.22,8,NA
1974,110,174.25,265.32,8,NA
1975,0,1533579.73,3141183.38,98769,NA
1975,1,1476740.88,3021022.81,98552,NA
1975,2,1507341.07,3082503.92,98471,NA
1975,3,1609268.74,3287634.96,98415,NA
1975,4,1753431.24,3583577.49,98370,NA
1975,5,1732117.87,3537808.23,98333,NA
1975,6,1710086.59,3485567.78,98300,NA
1975,7,1702835.21,3475926.45,98271,NA
1975,8,1702085.54,3474552.7,98245,NA
1975,9,1798809.46,3668180.78,98221,NA
1975,10,1941070.17,3965500.13,98198,NA
1975,11,1973138.52,4030585.75,98176,NA
1975,12,2012670.05,4111402.87,98153,304
1975,13,2051530.83,4188225.16,98129,2072
1975,14,2111830.17,4307093.28,98101,10266
1975,15,2092723.69,4270305.56,98065,33450
1975,16,2097219.16,4268324.13,98021,74138
1975,17,2097937.96,4267878.04,97970,119682
1975,18,2084628.47,4213322.26,97913,162281
1975,19,2090582.26,4200301.47,97852,192687
1975,20,2056475.53,4128151.01,97790,207891
1975,21,1971435.63,3950051.48,97727,216818
1975,22,1915559.65,3816092.3,97662,221662
1975,23,1860942.62,3699943.01,97596,225125
1975,24,1859151.67,3694945.76,97530,222180
1975,25,1798487.49,3572257.74,97465,217680
1975,26,1770030.91,3513056.93,97399,208515
1975,27,1797050.52,3564991.34,97329,197780
1975,28,1820666.52,3613360.16,97256,184371
1975,29,1484792.18,2942620.06,97180,128440
1975,30,1498045.72,2965693.37,97101,106576
1975,31,1457288.74,2878006.8,97014,88782
1975,32,1521075.66,2996829.71,96920,77649
1975,33,1360672.69,2673057.87,96821,57225
1975,34,1313901.13,2577379.23,96720,45268
1975,35,1238201.77,2428831.07,96611,35724
1975,36,1201905.38,2349100.51,96490,26932
1975,37,1189666.03,2320172.12,96355,21986
1975,38,1147281.33,2237825.33,96206,17520
1975,39,1159292.79,2264820.49,96047,13247
1975,40,1162949.52,2279055.24,95868,10150
1975,41,1114727.44,2184877.55,95672,6615
1975,42,1139603.72,2232409.47,95455,4665
1975,43,1135987.13,2227956.54,95218,3041
1975,44,1173164.21,2299087.59,94965,1848
1975,45,1201462.08,2342444.78,94690,922
1975,46,1200992.97,2338987.77,94395,411
1975,47,1203230.12,2339450.72,94067,190
1975,48,1206732.01,2331958.56,93700,78
1975,49,1251192.84,2408145.84,93313,27
1975,50,1237467.78,2379683.68,92892,0
1975,51,1262503.69,2421769.51,92442,0
1975,52,1255473.85,2405925.02,91975,0
1975,53,1249498.25,2399217.41,91468,0
1975,54,1228480.9,2360253.71,90912,0
1975,55,1203033.81,2303067.26,90315,0
1975,56,1158527.94,2209024.54,89679,NA
1975,57,1101563.56,2096313.45,88981,NA
1975,58,1066751.39,2020226.49,88221,NA
1975,59,1064710.18,2011392.41,87418,NA
1975,60,1014957.66,1915145.81,86549,NA
1975,61,1025734.5,1935466.06,85623,NA
1975,62,1012241.72,1892721.12,84641,NA
1975,63,993768.59,1846025.21,83599,NA
1975,64,988174.74,1816566.55,82505,NA
1975,65,984481.75,1791937.51,81336,NA
1975,66,957247.45,1722701.85,80128,NA
1975,67,907745.56,1624452.15,78833,NA
1975,68,862256,1532764.56,77416,NA
1975,69,812715.11,1439382.43,75895,NA
1975,70,737982.64,1295670.6,74181,NA
1975,71,714495.95,1252980.28,72344,NA
1975,72,657470.31,1138900.73,70376,NA
1975,73,626971.48,1074969.68,68268,NA
1975,74,614971.47,1036696.56,65991,NA
1975,75,594084.68,988870.86,63526,NA
1975,76,551349.19,907447.71,61049,NA
1975,77,503001.11,819948.61,58470,NA
1975,78,484589.63,788414.09,55734,NA
1975,79,455912.71,735014.11,52860,NA
1975,80,415571.77,659391.44,49787,NA
1975,81,376913.52,592824.6,46623,NA
1975,82,343237.03,535171.14,43361,NA
1975,83,303037.21,467267.93,39952,NA
1975,84,264066.75,401777.52,36496,NA
1975,85,233325.92,351954.32,33027,NA
1975,86,201523.63,302381.97,29575,NA
1975,87,164928.93,245526.05,26201,NA
1975,88,132853.29,195886.21,22951,NA
1975,89,109883.48,160813.76,19836,NA
1975,90,88972.6,129386.03,16870,NA
1975,91,69717.75,100284.36,14141,NA
1975,92,53364.76,75847.04,11682,NA
1975,93,39888.77,56253.23,9460,NA
1975,94,29509.11,41229.82,7520,NA
1975,95,21080.42,29111.03,5877,NA
1975,96,14270.17,19486.15,4502,NA
1975,97,9767.9,13302.89,3374,NA
1975,98,6778.61,9150.08,2471,NA
1975,99,4630,6185.37,1767,NA
1975,100,3008.48,3994.13,1232,NA
1975,101,1880.94,2509.19,837,NA
1975,102,1223.74,1647.52,554,NA
1975,103,778.98,1071.82,357,NA
1975,104,499.13,708.06,223,NA
1975,105,334.39,470.27,136,NA
1975,106,212.56,298.91,80,NA
1975,107,144.45,204.04,46,NA
1975,108,93.32,136.61,26,NA
1975,109,59.43,97.52,14,NA
1975,110,173.12,272.26,15,NA
1976,0,1538595.16,3151252.13,98817,NA
1976,1,1496694.44,3062443.66,98607,NA
1976,2,1466307.78,3001391.08,98528,NA
1976,3,1532619.86,3131307.15,98475,NA
1976,4,1637361.21,3346052.89,98434,NA
1976,5,1752418.96,3582817.63,98398,NA
1976,6,1740873.15,3551813.83,98366,NA
1976,7,1736129.9,3544915.59,98338,NA
1976,8,1662882.69,3395778.06,98312,NA
1976,9,1751922.31,3573228.64,98289,NA
1976,10,1847942.07,3775671.82,98267,NA
1976,11,1907265.75,3893389.71,98247,NA
1976,12,1972402.64,4029360.58,98226,355
1976,13,2024936.05,4136929.17,98202,1930
1976,14,2079509.7,4242444.3,98173,9643
1976,15,2118110.58,4326443.83,98139,31851
1976,16,2092963.83,4261588.46,98098,71204
1976,17,2104495.21,4279365.05,98048,112438
1976,18,2098977.77,4244218.16,97990,153795
1976,19,2150261.28,4327555.54,97929,189456
1976,20,2094616.13,4211153.15,97868,204753
1976,21,2012213.12,4039117.56,97807,214747
1976,22,1968191.14,3926081.15,97746,222290
1976,23,1919054.7,3817861.25,97684,225753
1976,24,1903100.06,3788982.21,97621,224059
1976,25,1855630.16,3693948.69,97558,220013
1976,26,1786027.67,3547850.77,97491,208599
1976,27,1798541.13,3563082.56,97422,196240
1976,28,1761762.98,3491953.06,97352,181146
1976,29,1904421.96,3779028.98,97280,166132
1976,30,1517956.75,3014586,97206,113934
1976,31,1446788.25,2860161.84,97126,89801
1976,32,1472861.47,2900255.26,97038,76031
1976,33,1512365.81,2970711.78,96944,64212
1976,34,1402040.7,2754053.87,96845,47918
1976,35,1298924.4,2553904.89,96739,36132
1976,36,1226736.04,2401911.85,96623,28090
1976,37,1206646.98,2355080.76,96496,21599
1976,38,1176366.98,2296327.33,96353,17364
1976,39,1173936.3,2292368.67,96200,12477
1976,40,1173304.32,2297599.42,96032,9247
1976,41,1140529.76,2236474.4,95844,6400
1976,42,1116215.06,2187859.7,95640,4406
1976,43,1129541.04,2213046.98,95417,2777
1976,44,1142977.59,2239709.22,95172,1553
1976,45,1167923.2,2281098.29,94904,782
1976,46,1194466.82,2329687,94612,414
1976,47,1201739.83,2338743.76,94292,155
1976,48,1194219.86,2311454.89,93942,64
1976,49,1234735.16,2380211.34,93564,28
1976,50,1215689.29,2340628.81,93147,0
1976,51,1261480.54,2420462.38,92697,0
1976,52,1257495.35,2406243.2,92222,0
1976,53,1254234.7,2401440.4,91715,0
1976,54,1238508.2,2374712.71,91177,0
1976,55,1216228.14,2330223.89,90600,0
1976,56,1198277.51,2287069.19,89966,NA
1976,57,1151550.71,2189063.19,89288,NA
1976,58,1095563.93,2070345.61,88555,NA
1976,59,1073768.34,2025006.27,87759,NA
1976,60,1012209.22,1906152.83,86900,NA
1976,61,1037492.93,1956424.23,85969,NA
1976,62,1030006.98,1926492.52,84976,NA
1976,63,1012240.92,1881220.12,83921,NA
1976,64,994011.72,1827253.32,82823,NA
1976,65,986444.28,1796103.77,81659,NA
1976,66,980293.35,1765766.99,80437,NA
1976,67,939471.75,1681910.42,79163,NA
1976,68,895017.17,1587978.02,77788,NA
1976,69,838487,1482736.65,76282,NA
1976,70,754450.58,1321120,74578,NA
