"Year","Cohort","x","B","PY"
1953,1904,48,2.79,24474.43
1953,1904,49,2,24905.09
1953,1905,47,15.36,25222.78
1953,1905,48,4.17,25517.62
1953,1906,46,38.35,25665.23
1953,1906,47,25.4,25954.14
1953,1907,45,74.21,26061
1953,1907,46,49.13,26550.75
1953,1908,44,154.66,26497.17
1953,1908,45,96.77,27363.39
1953,1909,43,259.41,27278.69
1953,1909,44,199.23,27926.06
1953,1910,42,393.42,26469.96
1953,1910,43,299.26,27231.01
1953,1911,41,547.75,26721.44
1953,1911,42,455.52,27062.6
1953,1912,40,703.8,27089.16
1953,1912,41,621.29,27764.07
1953,1913,39,868.29,26720.67
1953,1913,40,764.46,27338.11
1953,1914,38,1074.57,26804.85
1953,1914,39,951.87,27298.49
1953,1915,37,1217.55,25427.56
1953,1915,38,1131.29,26513.21
1953,1916,36,1361.98,25392.23
1953,1916,37,1324.31,26388.19
1953,1917,35,1591.21,25526
1953,1917,36,1492.02,26673.57
1953,1918,34,1716.71,25427.61
1953,1918,35,1676.33,25904.83
1953,1919,33,1948.77,26352.59
1953,1919,34,1703.92,24538.42
1953,1920,32,2511.25,29613.68
1953,1920,33,2467.92,32112.06
1953,1921,31,2679.59,28245.3
1953,1921,32,2605.28,29498.68
1953,1922,30,2637.3,25662.95
1953,1922,31,2739.14,27977.32
1953,1923,29,3004.42,25729.5
1953,1923,30,2854.99,26849.46
1953,1924,28,3080.53,25025.25
1953,1924,29,3164.84,26330.9
1953,1925,27,3218.82,24612.6
1953,1925,28,3209.01,25605.81
1953,1926,26,3291.82,23692.4
1953,1926,27,3288.42,24658.01
1953,1927,25,3137.46,22405.03
1953,1927,26,3399.33,24229.26
1953,1928,24,3221.13,23111.91
1953,1928,25,3372.77,24097.09
1953,1929,23,3025.18,21964.69
1953,1929,24,3195.65,23002.02
1953,1930,22,2976.99,22502.6
1953,1930,23,3151.04,23086.45
1953,1931,21,2718.03,21358.59
1953,1931,22,2985.5,22867.44
1953,1932,20,2408.36,21162.25
1953,1932,21,2772.27,22381.49
1953,1933,19,1869.44,20017.78
1953,1933,20,2248.9,20872.41
1953,1934,18,1301.4,19888.63
1953,1934,19,1759.94,20758.74
1953,1935,17,771.33,19710.8
1953,1935,18,1166.9,20732.23
1953,1936,16,259.54,20606.79
1953,1936,17,625.35,21703.58
1953,1937,15,48.7,20929.08
1953,1937,16,168.91,21720.86
1953,1938,14,6.86,21973.02
1953,1938,15,30.83,22594.08
1953,1939,13,0,22871.18
1953,1939,14,1.09,23624.19
1953,1940,12,0,21998.98
1953,1940,13,0,23530.47
1953,1941,12,0,23513.23
1954,NA,12,0.99,0
1954,NA,55,0,0
1954,1898,55,0,21632.37
1954,1899,54,0,21713.33
1954,1899,55,0,21974.06
1954,1900,53,0,22983.98
1954,1900,54,0,23523.05
1954,1901,52,0,23534.07
1954,1901,53,0,23730.11
1954,1902,51,0,24023.97
1954,1902,52,0,24299.19
1954,1903,50,0.25,23908
1954,1903,51,0,24163.84
1954,1904,49,1.57,24382.91
1954,1904,50,0.74,24812.62
1954,1905,48,3.33,25142.38
1954,1905,49,2.41,25433.5
1954,1906,47,15.03,25579.86
1954,1906,48,4.62,25875.58
1954,1907,46,33.51,25991.25
1954,1907,47,23.75,26479.5
1954,1908,45,76.5,26416.61
1954,1908,46,44.05,27305.39
1954,1909,44,146.14,27220.94
1954,1909,45,102.48,27864.28
1954,1910,43,226.43,26403.99
1954,1910,44,173.04,27179.73
1954,1911,42,346.59,26660.4
1954,1911,43,266.76,27008.19
1954,1912,41,510.56,27031.93
1954,1912,42,409.12,27715.42
1954,1913,40,647.99,26663.89
1954,1913,41,570.3,27291.54
1954,1914,39,843.87,26741.51
1954,1914,40,718.25,27269.19
1954,1915,38,931.98,25394.79
1954,1915,39,894.26,26491.25
1954,1916,37,1128.55,25339.81
1954,1916,38,1021.92,26361.66
1954,1917,36,1327.38,25486.43
1954,1917,37,1256.9,26644.43
1954,1918,35,1496.21,25374.17
1954,1918,36,1409.08,25873.51
1954,1919,34,1722.89,26307.58
1954,1919,35,1501.76,24530.22
1954,1920,33,2197.2,29549.94
1954,1920,34,2182.92,32079.25
1954,1921,32,2352.92,28201.32
1954,1921,33,2279.37,29460.85
1954,1922,31,2383.88,25614.68
1954,1922,32,2420.96,27971.58
1954,1923,30,2620.49,25683.54
1954,1923,31,2579.92,26834.63
1954,1924,29,2716.34,25012.1
1954,1924,30,2751.99,26312.44
1954,1925,28,2872.61,24584.19
1954,1925,29,2841.1,25578.77
1954,1926,27,3015.19,23687.99
1954,1926,28,2955.28,24635.05
1954,1927,26,2989.22,22387.74
1954,1927,27,3149.79,24235.5
1954,1928,25,3114.17,23111.91
1954,1928,26,3247.35,24126.7
1954,1929,24,3006.71,21995.98
1954,1929,25,3114.45,23031.67
1954,1930,23,3077.46,22548.55
1954,1930,24,3167.22,23130.96
1954,1931,22,2843.48,21418.56
1954,1931,23,3111.39,22940.76
1954,1932,21,2569.97,21288.51
1954,1932,22,2917.8,22466.05
1954,1933,20,2226.69,20173.59
1954,1933,21,2459.46,21000.56
1954,1934,19,1850.41,20091.26
1954,1934,20,2210.1,21014.35
1954,1935,18,1238.44,19874.77
1954,1935,19,1743.17,20984.45
1954,1936,17,744.6,20661.42
1954,1936,18,1161.92,21874.69
1954,1937,16,276.71,20953.14
1954,1937,17,596.78,21838.44
1954,1938,15,46.39,21979.92
1954,1938,16,177.7,22645.78
1954,1939,14,2.82,22863.81
1954,1939,15,21.23,23653.67
1954,1940,13,0,21983.53
1954,1940,14,1.16,23520.65
1954,1941,12,0,24132.77
1954,1941,13,0,23507.8
1954,1942,12,0,27308.78
1955,NA,12,0,0
1955,NA,55,0,0
1955,1899,55,0,21588.94
1955,1900,54,0,22849.95
1955,1900,55,0,23383.55
1955,1901,53,0,23412.89
1955,1901,54,0,23615.85
1955,1902,52,0,23917.81
1955,1902,53,0,24173.7
1955,1903,51,0,23818.16
1955,1903,52,0,24065.14
1955,1904,50,0,24292.38
1955,1904,51,0,24720.65
1955,1905,49,1.58,25059.5
1955,1905,50,0,25327.22
1955,1906,48,5.54,25502.42
1955,1906,49,4.42,25793.99
1955,1907,47,14.42,25921.5
1955,1907,48,7.46,26408.25
1955,1908,46,35.93,26360.61
1955,1908,47,20.58,27254.51
1955,1909,45,85.31,27160.72
1955,1909,46,50.07,27803.01
1955,1910,44,133.19,26354.27
1955,1910,45,105.69,27135.56
1955,1911,43,218.83,26606.81
1955,1911,44,157.81,26971.92
1955,1912,42,352.95,26984.58
1955,1912,43,266.17,27696.68
1955,1913,41,471.36,26618.46
1955,1913,42,404.05,27274.83
1955,1914,40,629.68,26712.81
1955,1914,41,529.64,27257.07
1955,1915,39,793.1,25373.75
1955,1915,40,684.32,26478.48
1955,1916,38,939.63,25314.34
1955,1916,39,885.9,26343.8
1955,1917,37,1076.32,25458.57
1955,1917,38,1036.37,26629.08
1955,1918,36,1273.55,25343.49
1955,1918,37,1148.68,25862.9
1955,1919,35,1523.23,26298.78
1955,1919,36,1299.45,24535.53
1955,1920,34,1973.03,29519.75
1955,1920,35,1946.77,32093.83
1955,1921,33,2097.28,28165.15
1955,1921,34,2051.97,29479.26
1955,1922,32,2133.8,25609.42
1955,1922,33,2163.72,28022.22
1955,1923,31,2422.06,25669.37
1955,1923,32,2326.2,26846.9
1955,1924,30,2582.23,24994.56
1955,1924,31,2573.94,26332.44
1955,1925,29,2835.22,24558.23
1955,1925,30,2734.77,25613.97
1955,1926,28,2944.19,23665.95
1955,1926,29,2939.78,24705.95
1955,1927,27,2986.73,22393.5
1955,1927,28,3093.81,24303.07
1955,1928,26,3220.69,23140.3
1955,1928,27,3282.27,24178.76
1955,1929,25,3143.14,22024.33
1955,1929,26,3251.31,23120.1
1955,1930,24,3272.45,22592.04
1955,1930,25,3334.86,23221.52
1955,1931,23,3143.96,21487.24
1955,1931,24,3350.55,23054.36
1955,1932,22,2963.79,21368.95
1955,1932,23,3278.04,22614.17
1955,1933,21,2568,20297.44
1955,1933,22,2865.21,21185.66
1955,1934,20,2353.71,20338.65
1955,1934,21,2611,21265.38
1955,1935,19,1891.08,20116.55
1955,1935,20,2334.29,21278.53
1955,1936,18,1370.4,20824.31
1955,1936,19,1888.92,22183.61
1955,1937,17,786.65,21066.56
1955,1937,18,1237.6,22085.3
1955,1938,16,294.97,22030.22
1955,1938,17,637.35,22794.81
1955,1939,15,43.75,22892.33
1955,1939,16,183.03,23726.85
1955,1940,14,6.95,21974.35
1955,1940,15,25.25,23552.7
1955,1941,13,0.84,24127.2
1955,1941,14,4.05,23529.02
1955,1942,12,0,27046.22
1955,1942,13,0.16,27320.33
1955,1943,12,0,30184.03
1956,NA,12,0,0
1956,NA,55,0,0
1956,1900,55,0,22714.45
1956,1901,54,0,23300.15
1956,1901,55,0,23475.41
1956,1902,53,0,23794.3
1956,1902,54,0,24062.83
1956,1903,52,0,23720.86
1956,1903,53,0,23948.3
1956,1904,51,0,24202.35
1956,1904,52,0,24633.24
1956,1905,50,0.26,24954.78
1956,1905,51,0,25227.99
1956,1906,49,0.83,25422.01
1956,1906,50,0.74,25708.37
1956,1907,48,3.05,25851.75
1956,1907,49,1.17,26331.44
1956,1908,47,10.65,26311.49
1956,1908,48,4.95,27188.36
1956,1909,46,32.74,27100.99
1956,1909,47,16.35,27743.76
1956,1910,45,68.99,26311.44
1956,1910,46,44.26,27067.53
1956,1911,44,122.04,26571.08
1956,1911,45,87.01,26921.05
1956,1912,43,223.77,26966.32
1956,1912,44,151.97,27635.37
1956,1913,42,313.03,26602.17
1956,1913,43,264.24,27234.33
1956,1914,41,472.48,26700.93
1956,1914,42,359.98,27224.74
1956,1915,40,601.05,25361.52
1956,1915,41,525.54,26449.88
1956,1916,39,769.73,25297.2
1956,1916,40,678.97,26319.32
1956,1917,38,883.17,25443.92
1956,1917,39,860.3,26594.31
1956,1918,37,1062.25,25333.1
1956,1918,38,943.87,25839.66
1956,1919,36,1339.46,26304.47
1956,1919,37,1095.79,24511.4
1956,1920,35,1726.18,29533.17
1956,1920,36,1723.6,32068.84
1956,1921,34,1880.38,28182.74
1956,1921,35,1798.89,29486.93
1956,1922,33,1906.19,25655.78
1956,1922,34,1944.69,28006.03
1956,1923,32,2228.06,25681.1
1956,1923,33,2082.88,26847.41
1956,1924,31,2389.14,25013.56
1956,1924,32,2382.02,26342.19
1956,1925,30,2647.1,24592.03
1956,1925,31,2534.95,25637.44
1956,1926,29,2732.77,23734.05
1956,1926,30,2744,24720.74
1956,1927,28,2871.17,22455.93
1956,1927,29,2880.33,24319.18
1956,1928,27,3169.09,23190.24
1956,1928,28,3181.94,24204.28
1956,1929,26,3173.38,22108.9
1956,1929,27,3220.03,23143.11
1956,1930,25,3367.96,22680.48
1956,1930,26,3385.74,23288.3
1956,1931,24,3204.78,21593.64
1956,1931,25,3444.16,23096.19
1956,1932,23,3134.88,21509.83
1956,1932,24,3352.35,22685.41
1956,1933,22,2813.1,20476.34
1956,1933,23,3058.24,21266
1956,1934,21,2756.34,20581.62
1956,1934,22,2903,21424.95
1956,1935,20,2356.88,20398.47
1956,1935,21,2787.76,21503.18
1956,1936,19,1993.51,21118.39
1956,1936,20,2441.21,22442.32
1956,1937,18,1430.83,21304.7
1956,1937,19,1918.56,22339.29
1956,1938,17,841.49,22175.19
1956,1938,18,1317.22,22996.04
1956,1939,16,327.53,22963.15
1956,1939,17,689.53,23869.14
1956,1940,15,49.19,22004.3
1956,1940,16,199.48,23605.44
1956,1941,14,3.61,24148.98
1956,1941,15,23.81,23550.24
1956,1942,13,0.83,27057.67
1956,1942,14,2.39,27316.81
1956,1943,12,0,29462.97
1956,1943,13,0.17,30200.23
1956,1944,12,0,31915.31
1957,NA,12,0,0
1957,NA,55,0,0
1957,1901,55,0,23161.59
1957,1902,54,0,23685.17
1957,1902,55,0,23935.33
1957,1903,53,0,23605.7
1957,1903,54,0,23837.01
1957,1904,52,0,24116.76
1957,1904,53,0,24527.13
1957,1905,51,0,24857.01
1957,1905,52,0,25139.84
1957,1906,50,0,25337.63
1957,1906,51,0,25620.24
1957,1907,49,0.24,25776.56
1957,1907,50,0,26255.64
1957,1908,48,1.74,26247.64
1957,1908,49,0.76,27107.97
1957,1909,47,13.29,27043.24
1957,1909,48,3.26,27672.36
1957,1910,46,28.25,26245.47
1957,1910,47,21.71,27017.77
1957,1911,45,72.53,26520.95
1957,1911,46,35.75,26877.22
1957,1912,44,124.55,26906.63
1957,1912,45,97.47,27593.82
1957,1913,43,211.61,26562.67
1957,1913,44,147.45,27214.59
1957,1914,42,325.49,26669.26
1957,1914,43,254.4,27196.45
1957,1915,41,452.1,25334.12
1957,1915,42,366.52,26442.73
1957,1916,40,565.29,25273.68
1957,1916,41,517.92,26304.01
1957,1917,39,737.96,25410.69
1957,1917,40,641.73,26589.2
1957,1918,38,905.84,25310.34
1957,1918,39,810.07,25828.54
1957,1919,37,1107.18,26278.6
1957,1919,38,931.2,24507.53
1957,1920,36,1450.92,29510.16
1957,1920,37,1422.87,32078.21
1957,1921,35,1603.86,28190.07
1957,1921,36,1524.13,29518.11
1957,1922,34,1707.56,25640.97
1957,1922,35,1676.2,28030.57
1957,1923,33,1922.14,25681.59
1957,1923,34,1872.51,26881.66
1957,1924,32,2119.78,25022.81
1957,1924,33,2051.94,26365.78
1957,1925,31,2317.66,24614.56
1957,1925,32,2259.3,25668.56
1957,1926,30,2575.46,23748.26
1957,1926,31,2426.43,24741.14
1957,1927,29,2665.58,22470.82
1957,1927,30,2744.64,24371.68
1957,1928,28,2993.87,23214.72
1957,1928,29,2956.52,24245.12
1957,1929,27,3050.05,22130.89
1957,1929,28,3062.25,23174.8
1957,1930,26,3324.36,22745.7
1957,1930,27,3279.07,23326.24
1957,1931,25,3206.75,21632.81
1957,1931,26,3419.77,23144.73
1957,1932,24,3262.96,21577.59
1957,1932,25,3383.38,22715.65
1957,1933,23,3016.41,20554
1957,1933,24,3219.16,21349.91
1957,1934,22,2948.17,20736.05
1957,1934,23,3133.71,21600.27
1957,1935,21,2622.53,20613.82
1957,1935,22,2997.94,21646.64
1957,1936,20,2374.89,21364.68
1957,1936,21,2761.57,22625.72
1957,1937,19,2017.74,21549.71
1957,1937,20,2385.2,22597.35
1957,1938,18,1483.06,22370.96
1957,1938,19,1983.33,23223.13
1957,1939,17,881.14,23100.86
1957,1939,18,1364.99,24082.57
1957,1940,16,309.91,22053.56
1957,1940,17,685.89,23753.81
1957,1941,15,70.39,24170.76
1957,1941,16,210.1,23643.02
1957,1942,14,5.62,27054.19
1957,1942,15,37.62,27358.01
1957,1943,13,0.84,29478.77
1957,1943,14,3.38,30227.55
1957,1944,12,0,31128.69
1957,1944,13,0.16,31943.66
1957,1945,12,0,32296.29
1958,NA,12,0,0
1958,NA,55,0,0
1958,1902,55,0,23559.67
1958,1903,54,0,23495.99
1958,1903,55,0,23730.24
1958,1904,53,0,24012.87
1958,1904,54,0,24425.56
1958,1905,52,0,24770.16
1958,1905,53,0,25014.92
1958,1906,51,0,25250.76
1958,1906,52,0,25517.49
1958,1907,50,0,25702.36
1958,1907,51,0,26163.17
1958,1908,49,0.23,26170.03
1958,1908,50,0,27020.97
1958,1909,48,2.76,26973.64
1958,1909,49,0.77,27588.81
1958,1910,47,12.62,26197.23
1958,1910,48,5.24,26958.37
1958,1911,46,29.09,26477.78
1958,1911,47,18.39,26819.79
1958,1912,45,60.83,26866.18
1958,1912,46,37.91,27525.42
1958,1913,44,117.58,26543.41
1958,1913,45,77.17,27181.68
1958,1914,43,203,26641.55
1958,1914,44,146.43,27149.97
1958,1915,42,298.15,25327.27
1958,1915,43,235,26409.53
1958,1916,41,392.51,25258.99
1958,1916,42,346.86,26271.88
1958,1917,40,552.98,25405.8
1958,1917,41,454.5,26567.72
1958,1918,39,686.35,25299.46
1958,1918,40,616.03,25815.41
1958,1919,38,891.97,26274.47
1958,1919,39,712.66,24487.27
1958,1920,37,1168.81,29518.79
1958,1920,38,1158.05,32055.82
1958,1921,36,1345.13,28219.89
1958,1921,37,1233.21,29497.66
1958,1922,35,1454.67,25663.43
1958,1922,36,1418.9,28045.19
1958,1923,34,1701.97,25714.34
1958,1923,35,1607.36,26890.34
1958,1924,33,1835.31,25045.22
1958,1924,34,1820.07,26377.57
1958,1925,32,2068.14,24644.44
1958,1925,33,1954.73,25661.93
1958,1926,31,2223.77,23767.86
1958,1926,32,2164.91,24767.15
1958,1927,30,2395.01,22519.32
1958,1927,31,2370.27,24365.44
1958,1928,29,2732.28,23253.88
1958,1928,30,2677.04,24251.24
1958,1929,28,2833.07,22161.2
1958,1929,29,2804.77,23174.8
1958,1930,27,3132.83,22782.76
1958,1930,28,3059.98,23327.25
1958,1931,26,3216.65,21678.27
1958,1931,27,3262.23,23160.22
1958,1932,25,3291.88,21606.35
1958,1932,26,3425.41,22735.12
1958,1933,24,3112.06,20635.09
1958,1933,25,3264.19,21405.34
1958,1934,23,3084.22,20905.73
1958,1934,24,3243,21648.54
1958,1935,22,2821.01,20751.36
1958,1935,23,3134.83,21651.75
1958,1936,21,2739.68,21539.28
1958,1936,22,3006.05,22659.54
1958,1937,20,2463.68,21798.65
1958,1937,21,2796.37,22703.73
1958,1938,19,2052.37,22591.87
1958,1938,20,2488.36,23365.56
1958,1939,18,1514.4,23307.43
1958,1939,19,2004.67,24271.61
1958,1940,17,832.31,22192.19
1958,1940,18,1330.63,23895.47
1958,1941,16,343.99,24265.98
1958,1941,17,675.71,23740.24
1958,1942,15,60.06,27094.99
1958,1942,16,229.01,27410.26
1958,1943,14,7.79,29505.45
1958,1943,15,34.94,30259.94
1958,1944,13,1.7,31156.34
1958,1944,14,5.21,31954.29
1958,1945,12,0,30914.71
1958,1945,13,0.3,32311.11
1958,1946,12,0,32558.45
1959,NA,12,1,0
1959,NA,55,0,0
1959,1903,55,0,23390.76
1959,1904,54,0,23913.44
1959,1904,55,0,24299.74
1959,1905,53,0,24647.08
1959,1905,54,0,24897.56
1959,1906,52,0,25149.51
1959,1906,53,0,25398.13
1959,1907,51,0,25611.83
1959,1907,52,0,26044.41
1959,1908,50,0,26086.03
1959,1908,51,0,26916.15
1959,1909,49,1.73,26892.19
1959,1909,50,0,27479.43
1959,1910,48,2.29,26139.63
1959,1910,49,4.27,26873.58
1959,1911,47,9.72,26421.21
1959,1911,48,2.71,26744.23
1959,1912,46,31.74,26799.58
1959,1912,47,16.28,27450.94
1959,1913,45,64.88,26511.32
1959,1913,46,43.26,27116.88
1959,1914,44,99.38,26596.03
1959,1914,45,79.12,27091.88
1959,1915,43,175.95,25295.47
1959,1915,44,115.62,26344.15
1959,1916,42,278.3,25228.12
1959,1916,43,219.05,26209.64
1959,1917,41,393.38,25385.28
1959,1917,42,331.7,26513
1959,1918,40,519.66,25286.59
1959,1918,41,440.62,25764.89
1959,1919,39,690.93,26252.73
1959,1919,40,547.34,24455.9
1959,1920,38,928.08,29498.18
1959,1920,39,903.07,31998.53
1959,1921,37,1154.06,28200.34
1959,1921,38,993.92,29447.56
1959,1922,36,1207.54,25676.81
1959,1922,37,1224.94,28009.17
1959,1923,35,1389.08,25722.66
1959,1923,36,1318.46,26851.5
1959,1924,34,1507.13,25056.43
1959,1924,35,1482.92,26352.96
1959,1925,33,1779.32,24638.07
1959,1925,34,1618.87,25645.6
1959,1926,32,1972.57,23792.85
1959,1926,33,1884.68,24740.12
1959,1927,31,2116.5,22513.56
1959,1927,32,2105.43,24327.5
1959,1928,30,2493.62,23259.76
1959,1928,31,2375.5,24219.09
1959,1929,29,2680.07,22161.2
1959,1929,30,2586.38,23162.02
1959,1930,28,2914.61,22783.75
1959,1930,29,2898.93,23301.45
1959,1931,27,3073.72,21692.78
1959,1931,28,3032.39,23113.23
1959,1932,26,3088.38,21624.88
1959,1932,27,3272.28,22695.66
1959,1933,25,3171.07,20688.66
1959,1933,26,3090.62,21366.69
1959,1934,24,3234.49,20952.46
1959,1934,25,3347.93,21594.17
1959,1935,23,3080.29,20756.25
1959,1935,24,3306.51,21586.4
1959,1936,22,3015.6,21571.46
1959,1936,23,3296.71,22613.94
1959,1937,21,2766.73,21901.27
1959,1937,22,3084.4,22697.63
1959,1938,20,2485.95,22730.44
1959,1938,21,2835.27,23417.77
1959,1939,19,2067.55,23490.39
1959,1939,20,2500.05,24309.22
1959,1940,18,1483.15,22324.53
1959,1940,19,1943.45,24019.55
1959,1941,17,944.62,24365.76
1959,1941,18,1367.85,23857.2
1959,1942,16,401.09,27146.74
1959,1942,17,812.38,27485.63
1959,1943,15,88.29,29537.06
1959,1943,16,282.91,30292.33
1959,1944,14,11.08,31166.71
1959,1944,15,49.71,31956.83
1959,1945,13,0,30928.89
1959,1945,14,3.92,32315.19
1959,1946,12,0,30657.55
1959,1946,13,0,32551.75
1959,1947,12,0,31979.58
1960,NA,12,1,0
1960,NA,55,0,0
1960,1904,55,0,23790.26
1960,1905,54,0,24531.44
1960,1905,55,0,24715.22
1960,1906,53,0,25031.87
1960,1906,54,0,25241
1960,1907,52,0,25495.59
1960,1907,53,0,25896.35
1960,1908,51,0,25984.85
1960,1908,52,0,26735.53
1960,1909,50,0.33,26785.57
1960,1909,51,0,27337.13
1960,1910,49,0,26057.42
1960,1910,50,0.67,26733.45
1960,1911,48,2.01,26346.77
1960,1911,49,0,26610.74
1960,1912,47,11.8,26727.06
1960,1912,48,4.99,27292.35
1960,1913,46,26.35,26448.12
1960,1913,47,17.2,26981.21
1960,1914,45,56.41,26539.12
1960,1914,46,33.65,26957.01
1960,1915,44,106.79,25232.85
1960,1915,45,70.59,26218.5
1960,1916,43,167.63,25168.36
1960,1916,44,133.21,26111.69
1960,1917,42,281.16,25333
1960,1917,43,204.37,26452.15
1960,1918,41,361.52,25237.11
1960,1918,42,323.85,25688.11
1960,1919,40,516.44,26219.1
1960,1919,41,380.5,24317.87
1960,1920,39,765.25,29445.47
1960,1920,40,693.58,31906.35
1960,1921,38,876.23,28152.44
1960,1921,39,820.78,29380.59
1960,1922,37,947.23,25643.83
1960,1922,38,917.81,27873.44
1960,1923,36,1139.76,25685.5
1960,1923,37,1047.8,26752.86
1960,1924,35,1324.92,25033.04
1960,1924,36,1238.29,26304.24
1960,1925,34,1515.47,24622.4
1960,1925,35,1428.14,25585.4
1960,1926,33,1654.47,23766.88
1960,1926,34,1588.6,24677.9
1960,1927,32,1820.2,22478.5
1960,1927,33,1771.6,24312.94
1960,1928,31,2196.23,23228.91
1960,1928,32,2056.88,24162.94
1960,1929,30,2227.29,22148.98
1960,1929,31,2263.85,23124.19
1960,1930,29,2596.02,22758.55
1960,1930,30,2420.81,23335.85
1960,1931,28,2772.5,21648.77
1960,1931,29,2746.09,23119.42
1960,1932,27,3004.46,21587.34
1960,1932,28,2999.62,22694.63
1960,1933,26,3008.27,20651.31
1960,1933,27,3027.66,21325.5
1960,1934,25,3158.86,20899.83
1960,1934,26,3165.85,21466.62
1960,1935,24,3075.66,20693.6
1960,1935,25,3273.27,21626.73
1960,1936,23,3071.51,21528.06
1960,1936,24,3325.47,22617.53
1960,1937,22,2998.38,21895.37
1960,1937,23,3205.61,22799.42
1960,1938,21,2745.55,22781.23
1960,1938,22,3126.74,23540.44
1960,1939,20,2499.54,23526.78
1960,1939,21,2826.56,24466.24
1960,1940,19,1960.97,22440.45
1960,1940,20,2436.55,24238.75
1960,1941,18,1551.28,24485.8
1960,1941,19,1922.11,24100.49
1960,1942,17,984.29,27221.37
1960,1942,18,1499.78,27663.98
1960,1943,16,468.15,29568.67
1960,1943,17,866.74,30457.3
1960,1944,15,98.73,31169.17
1960,1944,16,322.87,32044.4
1960,1945,14,8.45,30932.81
1960,1945,15,49.27,32424.02
1960,1946,13,1.08,30651.25
1960,1946,14,4.55,32463.68
1960,1947,12,0,29448.42
1960,1947,13,0.92,31987.91
1960,1948,12,0,31271.74
1961,NA,12,1,0
1961,NA,55,0,0
1961,1905,55,0,24351.78
1961,1906,54,0,24877
1961,1906,55,0,25114.59
1961,1907,53,0,25350.65
1961,1907,54,0,25761.94
1961,1908,52,0,25810.47
1961,1908,53,0,26627.15
1961,1909,51,0,26646.87
1961,1909,52,0,27231.29
1961,1910,50,0.25,25921.55
1961,1910,51,0,26633.94
1961,1911,49,1.6,26215.26
1961,1911,50,0.75,26523.09
1961,1912,48,2.99,26572.65
1961,1912,49,2.4,27222.42
1961,1913,47,13.99,26315.79
1961,1913,48,4.01,26920.46
1961,1914,46,29.67,26406.99
1961,1914,47,22.01,26882.75
1961,1915,45,52.79,25112.5
1961,1915,46,35.33,26169.46
1961,1916,44,78.87,25074.31
1961,1916,45,65.21,26075.98
1961,1917,43,167.4,25274.85
1961,1917,44,99.13,26412.77
1961,1918,42,236.35,25161.89
1961,1918,43,205.6,25662.34
1961,1919,41,349.87,26071.13
1961,1919,42,253.65,24296.64
1961,1920,40,557.62,29360.65
1961,1920,41,481.13,31899.06
1961,1921,39,727.05,28088.41
1961,1921,40,619.38,29367.81
1961,1922,38,779.93,25519.56
1961,1922,39,778.95,27862.47
1961,1923,37,962.96,25591.14
1961,1923,38,867.07,26739.06
1961,1924,36,1144.4,24986.76
1961,1924,37,1058.04,26303.21
1961,1925,35,1298.65,24564.6
1961,1925,36,1238.6,25599.18
1961,1926,34,1430.18,23707.1
1961,1926,35,1364.35,24677.9
1961,1927,33,1581.66,22465.06
1961,1927,34,1537.82,24304.63
1961,1928,32,1892.71,23175.06
1961,1928,33,1788.34,24163.96
1961,1929,31,2021.49,22112.81
1961,1929,32,1972.29,23134.93
1961,1930,30,2416.01,22792.15
1961,1930,31,2226.51,23330.29
1961,1931,29,2564.96,21654.58
1961,1931,30,2558.99,23138.53
1961,1932,28,2787.16,21586.37
1961,1932,29,2778.04,22718.21
1961,1933,27,2948.04,20611.5
1961,1933,28,2842.84,21351.43
1961,1934,26,3125.76,20776.38
1961,1934,27,3149.96,21501.17
1961,1935,25,3181.97,20732.27
1961,1935,26,3293.24,21667.58
1961,1936,24,3363.59,21531.47
1961,1936,25,3496.03,22668.24
1961,1937,23,3237,21993.58
1961,1937,24,3536.41,22856.94
1961,1938,22,3113.12,22900.56
1961,1938,23,3395,23640.8
1961,1939,21,2927.14,23678.76
1961,1939,22,3244.88,24590.24
1961,1940,20,2396.19,22645.25
1961,1940,21,2884.86,24369.04
1961,1941,19,2177.21,24735.51
1961,1941,20,2425.81,24295.92
1961,1942,18,1698.37,27398.02
1961,1942,19,2228.79,27822.75
1961,1943,17,1153.7,29729.7
1961,1943,18,1652.63,30595.95
1961,1944,16,510.26,31254.6
1961,1944,17,985.3,32153.75
1961,1945,15,92.85,31036.98
1961,1945,16,328.74,32501.17
1961,1946,14,5.7,30568.32
1961,1946,15,43.15,32522.39
1961,1947,13,1.05,29456.09
1961,1947,14,3.3,32001.96
1961,1948,12,0,29300.26
1961,1948,13,0.95,31287.75
1961,1949,12,0,30013.14
1962,NA,12,0,0
1962,NA,55,0,0
1962,1906,55,0,24752.41
1962,1907,54,0,25219.06
1962,1907,55,0,25652.79
1962,1908,53,0,25705.85
1962,1908,54,0,26501.99
1962,1909,52,0,26543.71
1962,1909,53,0,27114.32
1962,1910,51,0.32,25825.06
1962,1910,52,0,26540.52
1962,1911,50,0,26128.91
1962,1911,51,0.68,26444
1962,1912,49,0.96,26504.58
1962,1912,50,0,27138.82
1962,1913,48,5.17,26256.54
1962,1913,49,2.04,26853.13
1962,1914,47,11.38,26334.25
1962,1914,48,7.83,26823.14
1962,1915,46,18.81,25065.54
1962,1915,47,13.62,26114.3
1962,1916,45,40.84,25040.02
1962,1916,46,24.19,26039.25
1962,1917,44,93.62,25237.23
1962,1917,45,56.16,26380.55
1962,1918,43,145.2,25136.66
1962,1918,44,117.38,25619.91
1962,1919,42,239.44,26048.36
