"Year","Cohort","x","B","PY"
1918,1905,12,0,28326.62
1918,1905,13,0.5,28597.76
1918,1906,12,0,28814.77
1919,NA,12,0,0
1919,NA,55,0,0
1919,1863,55,0,14091.53
1919,1864,54,0,14388.81
1919,1864,55,0,14910.17
1919,1865,53,0,14387.08
1919,1865,54,0,14512.94
1919,1866,52,0,14380.61
1919,1866,53,0,15072.86
1919,1867,51,0.28,13393.77
1919,1867,52,0,13813.43
1919,1868,50,0.75,11995.97
1919,1868,51,0.71,12762.09
1919,1869,49,6.22,13621.39
1919,1869,50,1.23,13496.63
1919,1870,48,20.65,13885.47
1919,1870,49,11.62,14078.35
1919,1871,47,53.06,14974.21
1919,1871,48,29.9,15120.48
1919,1872,46,111.16,14646.11
1919,1872,47,68.85,14962.7
1919,1873,45,230.2,15375.63
1919,1873,46,148.52,15514.32
1919,1874,44,381.19,15750.75
1919,1874,45,289.15,16012.99
1919,1875,43,585.96,16366.64
1919,1875,44,463.25,16703.5
1919,1876,42,816.81,16636.75
1919,1876,43,679.71,16962
1919,1877,41,1095.68,17554.67
1919,1877,42,954.34,17804.95
1919,1878,40,1278.66,17409.57
1919,1878,41,1180.94,17769.27
1919,1879,39,1529.53,18473.92
1919,1879,40,1417.21,18464.78
1919,1880,38,1653.62,17736.18
1919,1880,39,1591.54,18509.92
1919,1881,37,1856.98,18142.17
1919,1881,38,1764.78,18297.55
1919,1882,36,1988.91,18215.2
1919,1882,37,1996.53,19035.85
1919,1883,35,2144.3,19007.98
1919,1883,36,2126.26,19185.11
1919,1884,34,2365.63,19951.51
1919,1884,35,2312.81,20235.13
1919,1885,33,2495.66,20293.53
1919,1885,34,2425.49,20168.47
1919,1886,32,2657.54,20576.28
1919,1886,33,2631.45,21106.68
1919,1887,31,2806.51,21355.79
1919,1887,32,2820.43,21604.16
1919,1888,30,2932.47,21138.33
1919,1888,31,2878.61,21650.46
1919,1889,29,2929.64,20905.04
1919,1889,30,3001.42,21421.88
1919,1890,28,3078.98,21715.82
1919,1890,29,3072.64,21859.72
1919,1891,27,3146.75,21998.47
1919,1891,28,3253.34,22879.85
1919,1892,26,3026.15,21779.19
1919,1892,27,3202.42,22480.39
1919,1893,25,3159.41,22804.56
1919,1893,26,3204.09,23189.17
1919,1894,24,3021.97,23321.27
1919,1894,25,3213.55,23512.85
1919,1895,23,2821.08,23996.17
1919,1895,24,3085.37,24492.41
1919,1896,22,2645.14,24433.92
1919,1896,23,2805.56,24593.01
1919,1897,21,2177.38,24714.46
1919,1897,22,2555.31,24897.76
1919,1898,20,1620.42,25398.41
1919,1898,21,2071.59,25806.08
1919,1899,19,1098.27,25241.86
1919,1899,20,1441.18,25482.3
1919,1900,18,632.93,26692.36
1919,1900,19,995.99,27273.71
1919,1901,17,268.28,27152.55
1919,1901,18,499.93,27339.24
1919,1902,16,83.64,27675.35
1919,1902,17,193.59,27937.74
1919,1903,15,16.54,27275.57
1919,1903,16,52.14,27527.91
1919,1904,14,2.54,27488.66
1919,1904,15,10.22,27976.28
1919,1905,13,0,28177.24
1919,1905,14,0.43,28508.61
1919,1906,12,0,28399.23
1919,1906,13,0,28737.71
1919,1907,12,0,29094.55
1920,NA,12,0.99,0
1920,NA,55,0,0
1920,1864,55,0,14222.83
1920,1865,54,0,14235.06
1920,1865,55,0,14313.53
1920,1866,53,0,14242.14
1920,1866,54,0,14878.5
1920,1867,52,0,13259.57
1920,1867,53,0,13676.18
1920,1868,51,0,11876.91
1920,1868,52,0,12635.71
1920,1869,50,1.55,13501.37
1920,1869,51,0,13367.16
1920,1870,49,5.97,13777.65
1920,1870,50,4.41,13956.55
1920,1871,48,24.68,14875.52
1920,1871,49,8.92,14957.66
1920,1872,47,51.47,14532.3
1920,1872,48,35.87,14861.24
1920,1873,46,134.75,15252.68
1920,1873,47,69.62,15431.62
1920,1874,45,259.72,15644.01
1920,1874,46,182.88,15900.19
1920,1875,44,447.84,16265.5
1920,1875,45,327.89,16569.24
1920,1876,43,729.15,16539
1920,1876,44,540.77,16819.72
1920,1877,42,985.92,17427.05
1920,1877,43,877.84,17727.63
1920,1878,41,1249.02,17289.73
1920,1878,42,1075.67,17661.31
1920,1879,40,1523.22,18364.22
1920,1879,41,1414.08,18403.11
1920,1880,39,1708.67,17621.08
1920,1880,40,1591.5,18330.61
1920,1881,38,1997.25,18035.45
1920,1881,39,1846.76,18186.76
1920,1882,37,2061.19,18101.15
1920,1882,38,2152.73,18968.19
1920,1883,36,2336.48,18891.89
1920,1883,37,2212.87,19109.54
1920,1884,35,2562.42,19820.87
1920,1884,36,2550,20188.65
1920,1885,34,2783.92,20167.53
1920,1885,35,2651.61,20159.47
1920,1886,33,2906.43,20449.32
1920,1886,34,2957.17,21094.99
1920,1887,32,3201.95,21234.84
1920,1887,33,3119.53,21644.5
1920,1888,31,3200.96,21023.54
1920,1888,32,3305.42,21684.45
1920,1889,30,3290.13,20772.12
1920,1889,31,3287.55,21421.38
1920,1890,29,3499.12,21572.28
1920,1890,30,3504.09,21894.45
1920,1891,28,3627.13,21862.15
1920,1891,29,3741.76,22912.07
1920,1892,27,3526.46,21652.61
1920,1892,28,3741.8,22554.76
1920,1893,26,3753.95,22654.83
1920,1893,27,3764.05,23120.89
1920,1894,25,3683.7,23194.15
1920,1894,26,3866.1,23462.01
1920,1895,24,3620.54,23823.59
1920,1895,25,3821.21,24420.93
1920,1896,23,3511.26,24271.99
1920,1896,24,3656.08,24441.02
1920,1897,22,3208.93,24539.24
1920,1897,23,3473.54,24665.59
1920,1898,21,2834.82,25223.92
1920,1898,22,3203.15,25603.79
1920,1899,20,2223.88,25035.7
1920,1899,21,2655.15,25297.68
1920,1900,19,1620.09,26493.29
1920,1900,20,2157.38,27001.82
1920,1901,18,1052.31,26973.76
1920,1901,19,1439.05,27057.86
1920,1902,17,454.22,27499.26
1920,1902,18,849.48,27638.39
1920,1903,16,135.08,27134.09
1920,1903,17,315.03,27303.81
1920,1904,15,30.46,27389.72
1920,1904,16,87.26,27809.03
1920,1905,14,2.79,28089.39
1920,1905,15,15.2,28375.13
1920,1906,13,0,28323.29
1920,1906,14,1.18,28654.61
1920,1907,12,0,28481.45
1920,1907,13,0,29010.16
1920,1908,12,0,29723.22
1921,NA,12,0,0
1921,NA,55,0,0
1921,1865,55,0,14039.47
1921,1866,54,0,14058.5
1921,1866,55,0,14717.57
1921,1867,53,0,13127.82
1921,1867,54,0,13522.09
1921,1868,52,0,11759.29
1921,1868,53,0,12519.69
1921,1869,51,0.25,13371.84
1921,1869,52,0,13253.68
1921,1870,50,1.48,13658.45
1921,1870,51,0.74,13854.97
1921,1871,49,5.23,14715.34
1921,1871,50,2.48,14832.14
1921,1872,48,17.79,14433.76
1921,1872,49,7.64,14749.64
1921,1873,47,54.07,15171.38
1921,1873,48,27.74,15316.65
1921,1874,46,120.22,15533.81
1921,1874,47,75.6,15793.96
1921,1875,45,256.34,16134.76
1921,1875,46,160.89,16453.72
1921,1876,44,447.32,16400.28
1921,1876,45,325.67,16708.84
1921,1877,43,671.57,17351.37
1921,1877,44,552.39,17620.49
1921,1878,42,875.5,17184.69
1921,1878,43,747.82,17552.34
1921,1879,41,1173.35,18302.89
1921,1879,42,1009.1,18282.78
1921,1880,40,1349.68,17450.39
1921,1880,41,1247.72,18218.42
1921,1881,39,1584.31,17926.24
1921,1881,40,1471.28,18085.03
1921,1882,38,1740.96,18036.81
1921,1882,39,1724.62,18854.91
1921,1883,37,1969.83,18817.46
1921,1883,38,1884.71,19010.78
1921,1884,36,2254.96,19775.35
1921,1884,37,2157.67,20072.97
1921,1885,35,2381.94,20158.53
1921,1885,36,2327.86,20035.46
1921,1886,34,2508.85,20438.01
1921,1886,35,2508.71,20995.44
1921,1887,33,2696.01,21274.5
1921,1887,34,2672.8,21527
1921,1888,32,2776.7,21056.55
1921,1888,33,2767.74,21582.98
1921,1889,31,2870.5,20771.62
1921,1889,32,2849.38,21300.54
1921,1890,30,3072.24,21606.55
1921,1890,31,3046.58,21772.15
1921,1891,29,3316.32,21892.93
1921,1891,30,3287.28,22784.74
1921,1892,28,3202.39,21724.24
1921,1892,29,3410.42,22414.68
1921,1893,27,3391.12,22588.11
1921,1893,28,3383.8,22996.96
1921,1894,26,3406.58,23143.99
1921,1894,27,3501.91,23337.67
1921,1895,25,3488.58,23754.07
1921,1895,26,3559.7,24281.02
1921,1896,24,3390.57,24121.98
1921,1896,25,3535.11,24281.48
1921,1897,23,3233.59,24310.41
1921,1897,24,3384.67,24514
1921,1898,22,2931.82,25026.21
1921,1898,23,3277.37,25447.53
1921,1899,21,2567.57,24854.32
1921,1899,22,2818.97,25116.09
1921,1900,20,2137.97,26229.18
1921,1900,21,2596.26,26813.63
1921,1901,19,1511.08,26696.14
1921,1901,20,1970.73,26868.59
1921,1902,18,932.3,27204.61
1921,1902,19,1336.6,27423.71
1921,1903,17,423.94,26913.19
1921,1903,18,741.47,27112.44
1921,1904,16,138.46,27225.97
1921,1904,17,311.49,27641.78
1921,1905,15,27.91,27957.87
1921,1905,16,88.21,28229.56
1921,1906,14,2.98,28241.39
1921,1906,15,14.65,28541.8
1921,1907,13,0.83,28398.84
1921,1907,14,1.97,28912.13
1921,1908,12,0,28694.78
1921,1908,13,0.16,29637.74
1921,1909,12,0,30011.9
1922,NA,12,0,0
1922,NA,55,0,0
1922,1866,55,0,13906.43
1922,1867,54,0,12979.91
1922,1867,55,0,13358.82
1922,1868,53,0,11651.31
1922,1868,54,0,12387.09
1922,1869,52,0,13258.32
1922,1869,53,0,13119.7
1922,1870,51,0,13559.03
1922,1870,52,0,13737.72
1922,1871,50,0.48,14591.86
1922,1871,51,0,14704.1
1922,1872,49,5.71,14325.36
1922,1872,50,1.5,14630.93
1922,1873,48,19.53,15058.35
1922,1873,49,11.13,15192.1
1922,1874,47,53.38,15430.04
1922,1874,48,27.02,15671.05
1922,1875,46,118.47,16022.28
1922,1875,47,75.38,16330.61
1922,1876,45,240.22,16292.16
1922,1876,46,153.9,16591.37
1922,1877,44,421.32,17246.51
1922,1877,45,313.43,17504.76
1922,1878,43,619.41,17078.66
1922,1878,44,489.88,17432.73
1922,1879,42,865.41,18183.22
1922,1879,43,732.53,18174.49
1922,1880,41,1036.08,17343.58
1922,1880,42,931.23,18108.79
1922,1881,40,1258.34,17825.97
1922,1881,41,1142.87,17967.19
1922,1882,39,1457.73,17929.09
1922,1882,40,1389.08,18751.88
1922,1883,38,1668.78,18720.22
1922,1883,39,1594.77,18906.99
1922,1884,37,1906.35,19662.03
1922,1884,38,1829.42,19969.91
1922,1885,36,2058.1,20034.54
1922,1885,37,1974.15,19916.46
1922,1886,35,2155.94,20341.56
1922,1886,36,2174.01,20872.02
1922,1887,34,2371.68,21159
1922,1887,35,2300.99,21398.9
1922,1888,33,2508.23,20958.02
1922,1888,34,2451.71,21447.52
1922,1889,32,2482.03,20654.46
1922,1889,33,2562.77,21186.31
1922,1890,31,2725.19,21485.85
1922,1890,32,2626.61,21653.87
1922,1891,30,2797.95,21771.26
1922,1891,31,2904.41,22648.71
1922,1892,29,2880.6,21589.32
1922,1892,30,2889.1,22299.05
1922,1893,28,3043.47,22467.04
1922,1893,29,3075.85,22861.4
1922,1894,27,3147.74,23021.33
1922,1894,28,3153.65,23201.74
1922,1895,26,3211.69,23617.98
1922,1895,27,3300.95,24142.13
1922,1896,25,3195.25,23964.52
1922,1896,26,3262.75,24119.42
1922,1897,24,3040.41,24161
1922,1897,25,3202.93,24375.5
1922,1898,23,2863.1,24873.47
1922,1898,24,3097.28,25259.92
1922,1899,22,2527.15,24675.91
1922,1899,23,2769.47,24928.95
1922,1900,21,2286.48,26046.37
1922,1900,22,2603.28,26615.8
1922,1901,20,1916.57,26509.41
1922,1901,21,2207.1,26675.8
1922,1902,19,1404.24,26993.29
1922,1902,20,1793.58,27199.95
1922,1903,18,841.91,26724.56
1922,1903,19,1209.5,26921.07
1922,1904,17,367.71,27062.22
1922,1904,18,680.38,27461.39
1922,1905,16,128.04,27814.44
1922,1905,17,273.1,28071.39
1922,1906,15,18.52,28130.2
1922,1906,16,75,28420.43
1922,1907,14,5.41,28302.87
1922,1907,15,12.18,28835.32
1922,1908,13,0.84,28612.26
1922,1908,14,3.5,29557.85
1922,1909,12,0,29254.1
1922,1909,13,0.15,29950.12
1922,1910,12,0,29049.63
1923,NA,12,0,0
1923,NA,55,0,0
1923,1867,55,0,12823.18
1923,1868,54,0,11527.91
1923,1868,55,0,12259.15
1923,1869,53,0,13124.3
1923,1869,54,0,12993.22
1923,1870,52,0.51,13444.28
1923,1870,53,0,13616.42
1923,1871,51,1.44,14465.9
1923,1871,52,1.47,14593.71
1923,1872,50,1.3,14210.07
1923,1872,51,1.53,14504.62
1923,1873,49,6.18,14935.9
1923,1873,50,1.67,15049.9
1923,1874,48,24.9,15309.95
1923,1874,49,10.64,15537
1923,1875,47,54.01,15902.39
1923,1875,48,37.45,16211.04
1923,1876,46,106.15,16177.63
1923,1876,47,68.71,16474.42
1923,1877,45,225.33,17133.24
1923,1877,46,142.26,17386.51
1923,1878,44,376.36,16962.27
1923,1878,45,278.41,17317.68
1923,1879,43,611.56,18075.51
1923,1879,44,464.85,18047.64
1923,1880,42,792.03,17239.21
1923,1880,43,682.92,17982.76
1923,1881,41,1030.4,17709.81
1923,1881,42,892.37,17845.31
1923,1882,40,1200.59,17831.12
1923,1882,41,1151.8,18644.75
1923,1883,39,1444.62,18618.01
1923,1883,40,1323.05,18793.62
1923,1884,38,1676.94,19561.09
1923,1884,39,1600.57,19858.78
1923,1885,37,1791.63,19915.54
1923,1885,38,1736.4,19798.46
1923,1886,36,1983.31,20221.98
1923,1886,37,1905.75,20736.92
1923,1887,35,2161.98,21033.1
1923,1887,36,2131.7,21276.36
1923,1888,34,2206.13,20826.48
1923,1888,35,2219.25,21329.82
1923,1889,33,2351.26,20543.69
1923,1889,34,2271.1,21056.34
1923,1890,32,2557.56,21369.13
1923,1890,33,2509.96,21508.92
1923,1891,31,2601.15,21641.29
1923,1891,32,2710.41,22486.09
1923,1892,30,2708.56,21477.95
1923,1892,31,2684.63,22131.98
1923,1893,29,2943.94,22334.6
1923,1893,30,2902.82,22674.24
1923,1894,28,3018.34,22887.26
1923,1894,29,3053.41,23033.1
1923,1895,27,3032.87,23482.87
1923,1895,28,3141.31,23918.07
1923,1896,26,3098.81,23804.58
1923,1896,27,3083.24,23911.56
1923,1897,25,3107.09,24024.5
1923,1897,26,3141.01,24143.83
1923,1898,24,2989.86,24690.08
1923,1898,25,3189.14,25019.71
1923,1899,23,2675.98,24492.05
1923,1899,24,2901.59,24678.25
1923,1900,22,2577.56,25854.2
1923,1900,23,2783.98,26318.04
1923,1901,21,2239.87,26319.2
1923,1901,22,2520.19,26416.57
1923,1902,20,1781.42,26773.05
1923,1902,21,2135.42,26924.79
1923,1903,19,1291.75,26535.93
1923,1903,20,1610.15,26636.53
1923,1904,18,776.34,26885.61
1923,1904,19,1141.83,27210.76
1923,1905,17,378.12,27658.61
1923,1905,18,642.83,27812.99
1923,1906,16,122.26,28010.57
1923,1906,17,276.05,28211.42
1923,1907,15,28.78,28227.68
1923,1907,16,81.61,28682.71
1923,1908,14,5.95,28535.15
1923,1908,15,19.71,29453.55
1923,1909,13,0,29193.88
1923,1909,14,0.98,29870.61
1923,1910,12,0,28167.37
1923,1910,13,0,28989.72
1923,1911,12,0,28658.96
1924,NA,12,0,0
1924,NA,55,0,0
1924,1868,55,0,11408.85
1924,1869,54,0,12997.78
1924,1869,55,0,12847.75
1924,1870,53,0,13325.58
1924,1870,54,0,13503.72
1924,1871,52,0,14357.29
1924,1871,53,0,14474.75
1924,1872,51,0,14087.38
1924,1872,52,0,14379.82
1924,1873,50,0.74,14796.1
1924,1873,51,0,14934.43
1924,1874,49,4.49,15179
1924,1874,50,2.23,15422.18
1924,1875,48,15.82,15785.96
1924,1875,49,7.39,16105.66
1924,1876,47,51.55,16063.58
1924,1876,48,23.77,16365.56
1924,1877,46,103.76,17017.49
1924,1877,47,75.13,17287.96
1924,1878,45,234.23,16850.32
1924,1878,46,129.81,17207.19
1924,1879,44,380.03,17949.36
1924,1879,45,309.12,17933.83
1924,1880,43,566.42,17119.24
1924,1880,44,429.55,17885.43
1924,1881,42,764.73,17589.69
1924,1881,43,660.82,17741.07
1924,1882,41,953.57,17729.25
1924,1882,42,868.29,18549.41
1924,1883,40,1179.41,18506.38
1924,1883,41,1067.41,18681.26
1924,1884,39,1422.56,19452.22
1924,1884,40,1319.6,19730.97
1924,1885,38,1590.41,19797.54
1924,1885,39,1494.11,19706.46
1924,1886,37,1723.83,20091.08
1924,1886,38,1698.39,20621.12
1924,1887,36,1934.42,20912.64
1924,1887,37,1857.93,21171.46
1924,1888,35,2039.09,20712.18
1924,1888,36,2007.59,21226.32
1924,1889,34,2126.59,20417.66
1924,1889,35,2101.85,20953.28
1924,1890,33,2278.51,21226.08
1924,1890,34,2259.8,21403.22
1924,1891,32,2401.42,21485.91
1924,1891,33,2427.55,22357.74
1924,1892,31,2481.34,21317.02
1924,1892,32,2494.67,22018.89
1924,1893,30,2716.13,22151.76
1924,1893,31,2666.13,22572.06
1924,1894,29,2749.64,22720.9
1924,1894,30,2823.27,22903.22
1924,1895,28,2904.48,23264.93
1924,1895,29,2887.74,23796.41
1924,1896,27,2911.51,23599.44
1924,1896,28,2976.37,23775.17
1924,1897,26,2950.65,23796.17
1924,1897,27,2954.49,23983.18
1924,1898,25,2969.79,24455.29
1924,1898,26,3071.73,24861.93
1924,1899,24,2782.9,24245.75
1924,1899,25,2934.81,24519.36
1924,1900,23,2713.81,25564.96
1924,1900,24,2934.65,26172.96
1924,1901,22,2498.35,26063.43
1924,1901,23,2698.91,26233.34
1924,1902,21,2125.9,26502.21
1924,1902,22,2443.26,26775.62
1924,1903,20,1682.58,26255.47
1924,1903,21,1984.36,26487.97
1924,1904,19,1274.5,26640.24
1924,1904,20,1585.44,27060.69
1924,1905,18,727.27,27404.01
1924,1905,19,1128.51,27681.53
1924,1906,17,371.51,27804.58
1924,1906,18,598.94,28070.91
1924,1907,16,102.72,28078.29
1924,1907,17,264.87,28549.31
1924,1908,15,29.91,28434.45
1924,1908,16,72.46,29331.44
1924,1909,14,6.85,29116.39
1924,1909,15,21.55,29790.6
1924,1910,13,0,28109.28
1924,1910,14,1.07,28911.53
1924,1911,12,0,28233.04
1924,1911,13,0,28591.96
1924,1912,12,0,28989.73
1925,NA,12,0,0
1925,NA,55,0,0
1925,1869,55,0,12852.25
1925,1870,54,0,13215.28
1925,1870,55,0,13358.67
1925,1871,53,0,14240.25
1925,1871,54,0,14315.46
1925,1872,52,0.31,13966.18
1925,1872,53,0,14236.26
1925,1873,51,0,14682.57
1925,1873,52,0.68,14794.75
1925,1874,50,0.62,15066.82
1925,1874,51,0,15282.57
1925,1875,49,4.64,15683.34
1925,1875,50,1.36,15956.2
1925,1876,48,15.85,15957.44
1925,1876,49,8.22,16224.3
1925,1877,47,45.78,16921.04
1925,1877,48,23.73,17157.58
1925,1878,46,103.37,16742.81
1925,1878,47,62.09,17076.93
1925,1879,45,211.19,17836.17
1925,1879,46,139.08,17798.46
1925,1880,44,328.03,17026.57
1925,1880,45,251.94,17763.5
1925,1881,43,517.11,17486.93
1925,1881,44,392.39,17620.2
1925,1882,42,724.62,17638.59
1925,1882,43,614.98,18422.8
1925,1883,41,939.42,18395.74
1925,1883,42,829.04,18535.15
1925,1884,40,1123.19,19327.03
1925,1884,41,1055.6,19598.11
1925,1885,39,1330.53,19705.54
1925,1885,40,1187.51,19573.95
1925,1886,38,1441.75,19978.88
1925,1886,39,1432.41,20482.46
1925,1887,37,1695.71,20809.54
1925,1887,38,1562.65,21029.75
1925,1888,36,1767.63,20611.68
1925,1888,37,1766.87,21078.68
1925,1889,35,1896.23,20317.72
1925,1889,36,1824.59,20823.81
1925,1890,34,2095.48,21121.78
1925,1890,35,2030.47,21242.67
1925,1891,33,2232.29,21363.26
1925,1891,34,2242.89,22206.37
1925,1892,32,2334.02,21208.11
1925,1892,33,2318.84,21828.9
1925,1893,31,2482.71,22051.94
1925,1893,32,2492.22,22392.5
1925,1894,30,2557.76,22592.78
1925,1894,31,2568.16,22718.47
1925,1895,29,2699.59,23146.59
1925,1895,30,2690.04,23613.91
1925,1896,28,2813.39,23464.83
1925,1896,29,2778.79,23591.47
1925,1897,27,2947.3,23637.82
1925,1897,28,2880.72,23781.22
1925,1898,26,2919.51,24301.07
1925,1898,27,3066.45,24643.46
1925,1899,25,2753.1,24089.64
1925,1899,26,2876.53,24313.56
1925,1900,24,2832.96,25424.04
1925,1900,25,2928.14,25929.98
1925,1901,23,2715.62,25882.66
1925,1901,24,2851.25,25981.66
1925,1902,22,2500.61,26355.38
1925,1902,23,2704.37,26526.16
1925,1903,21,2104.25,26109.03
1925,1903,22,2377.09,26241.2
1925,1904,20,1719.06,26493.31
1925,1904,21,2024.32,26807.53
1925,1905,19,1308.1,27274.47
1925,1905,20,1627.74,27440.76
1925,1906,18,796.34,27666.09
1925,1906,19,1155.98,27849.81
1925,1907,17,378.25,27947.69
1925,1907,18,653.41,28346.17
1925,1908,16,126.35,28316.56
1925,1908,17,283.79,29148.27
1925,1909,15,24.15,29038.4
1925,1909,16,80.47,29652.87
1925,1910,14,3.59,28033.47
1925,1910,15,13.45,28813.03
1925,1911,13,0.83,28167.04
1925,1911,14,2.35,28512.87
1925,1912,12,0,28225.27
1925,1912,13,0.16,28913.22
1925,1913,12,0,28289.85
1926,NA,12,0,0
1926,NA,55,0,0
1926,1870,55,0,13073.33
1926,1871,54,0,14083.54
1926,1871,55,0,14158.69
1926,1872,53,0,13826.74
1926,1872,54,0,14101.31
1926,1873,52,0,14545.25
1926,1873,53,0,14670.7
1926,1874,51,0,14930.43
1926,1874,52,0,15165.22
1926,1875,50,0.73,15537.8
1926,1875,51,0,15822.44
1926,1876,49,5.67,15819.7
1926,1876,50,2.24,16098.73
1926,1877,48,22,16793.42
1926,1877,49,10.16,17040.84
1926,1878,47,37.87,16616.07
1926,1878,48,29.46,16949.71
1926,1879,46,94.26,17701.54
1926,1879,47,49.22,17691.17
1926,1880,45,189.6,16910.5
1926,1880,46,123.47,17662.58
1926,1881,44,311.82,17367.8
1926,1881,45,238.93,17513.44
1926,1882,43,466.77,17518.2
1926,1882,44,376,18324.9
1926,1883,42,687.04,18251.85
1926,1883,43,553.58,18448.99
1926,1884,41,942.38,19196.89
1926,1884,42,808.35,19489.5
1926,1885,40,1118.19,19573.05
1926,1885,41,1019.14,19464.45
1926,1886,39,1249.56,19844.54
1926,1886,40,1208.52,20368.18
1926,1887,38,1472.14,20670.25
1926,1887,39,1363.16,20909.72
1926,1888,37,1574.91,20468.32
1926,1888,38,1542.39,20972.14
1926,1889,36,1653.08,20192.19
1926,1889,37,1629.63,20724.3
1926,1890,35,1830.97,20963.33
1926,1890,36,1767.21,21142.51
1926,1891,34,2004.96,21218.63
1926,1891,35,1974.3,22087.22
1926,1892,33,2041.69,21025.1
1926,1892,34,2085.34,21703.08
1926,1893,32,2242.53,21876.5
1926,1893,33,2189.14,22256.93
1926,1894,31,2346.16,22410.53
1926,1894,32,2343.59,22585.57
1926,1895,30,2507.8,22969.09
1926,1895,31,2482.43,23471.98
1926,1896,29,2604.41,23283.53
1926,1896,30,2588,23448.54
1926,1897,28,2707.47,23438.78
1926,1897,29,2666.56,23629.13
1926,1898,27,2787.76,24087.54
1926,1898,28,2838.63,24463.43
1926,1899,26,2702.83,23887.44
1926,1899,27,2780.11,24128.94
1926,1900,25,2804.92,25188.02
1926,1900,26,2893.74,25750.41
1926,1901,24,2717.1,25634.34
1926,1901,25,2836.18,25783.34
1926,1902,23,2527.5,26109.84
1926,1902,24,2721.12,26311.98
1926,1903,22,2304.23,25865.8
1926,1903,23,2449.54,26050.84
1926,1904,21,2027.85,26245.47
1926,1904,22,2278.92,26601.88
1926,1905,20,1740.64,27037.24
1926,1905,21,1989.21,27237.26
1926,1906,19,1246.96,27448.19
1926,1906,20,1618.29,27630.23
1926,1907,18,816.23,27748.83
1926,1907,19,1118.35,28142.52
1926,1908,17,393.56,28139.73
1926,1908,18,691.03,28972.22
1926,1909,16,136.86,28904.13
1926,1909,17,300.2,29510.06
1926,1910,15,21.72,27937.97
1926,1910,16,81.86,28724.18
1926,1911,14,4.26,28089.13
1926,1911,15,13.91,28455.45
1926,1912,13,0,28150.78
1926,1912,14,0.69,28872.68
1926,1913,12,0,27592.15
1926,1913,13,0,28266.05
1926,1914,12,0,27982.47
1927,NA,12,0,0
1927,NA,55,0,0
1927,1871,55,0,13929.31
1927,1872,54,0,13695.69
1927,1872,55,0,13943.55
1927,1873,53,0.32,14423.3
1927,1873,54,0,14512.87
1927,1874,52,0,14815.78
1927,1874,53,0.67,15020.05
1927,1875,51,0.69,15407.56
1927,1875,52,0,15668.93
1927,1876,50,1.66,15697.27
1927,1876,51,1.29,15958.48
1927,1877,49,4.43,16679.16
1927,1877,50,2.29,16887.21
1927,1878,48,16.05,16492.29
1927,1878,49,6.45,16831.11
1927,1879,47,47.88,17594.83
1927,1879,48,25.48,17565.83
1927,1880,46,83.2,16814.42
1927,1880,47,61.87,17530.4
1927,1881,45,181.88,17262.56
1927,1881,46,105.65,17401.13
1927,1882,44,287.77,17425.1
1927,1882,45,235.37,18193.68
1927,1883,43,453.75,18167.01
1927,1883,44,345.03,18333.61
1927,1884,42,661.53,19090.5
1927,1884,43,545.88,19390.99
1927,1885,41,839.75,19463.55
1927,1885,42,730.63,19355.45
1927,1886,40,990.57,19733.82
1927,1886,41,926.16,20259.99
1927,1887,39,1217.84,20552.28
1927,1887,40,1097.67,20794.74
1927,1888,38,1371.21,20364.86
1927,1888,39,1295.56,20848.86
1927,1889,37,1512.49,20095.7
1927,1889,38,1439.81,20599.41
1927,1890,36,1640.77,20864.49
1927,1890,37,1621.85,21043.36
1927,1891,35,1719.88,21104.78
1927,1891,36,1749.65,21986.48
1927,1892,34,1802.8,20903.92
1927,1892,35,1786.23,21579.81
1927,1893,33,2016.24,21744.07
1927,1893,34,1949.51,22133.01
1927,1894,32,2104.22,22279.43
1927,1894,33,2112.78,22462.23
1927,1895,31,2277.62,22831.02
1927,1895,32,2231.45,23351.84
1927,1896,30,2364.78,23142.46
1927,1896,31,2356.65,23325.23
1927,1897,29,2444.77,23288.87
1927,1897,30,2418.79,23484.59
1927,1898,28,2555.91,23911.57
1927,1898,29,2570.17,24303.12
1927,1899,27,2615.79,23706.06
1927,1899,28,2582.62,23981.65
1927,1900,26,2641.18,25013.59
1927,1900,27,2813.43,25578.96
1927,1901,25,2747.58,25438.66
1927,1901,26,2696.09,25624.27
1927,1902,24,2605.41,25899.02
1927,1902,25,2793.37,26119.98
1927,1903,23,2448.52,25678.16
1927,1903,24,2550.92,25895.73
1927,1904,22,2310.28,26044.12
1927,1904,23,2463.59,26410.87
1927,1905,21,2010.72,26836.74
1927,1905,22,2297.29,27037.79
1927,1906,20,1717.08,27231.77
1927,1906,21,1941.31,27437.84
1927,1907,19,1284.9,27549.48
1927,1907,20,1620.94,27960.1
1927,1908,18,809.34,27969.78
1927,1908,19,1170.17,28805.34
1927,1909,17,399.03,28764.94
1927,1909,18,685.65,29329.79
1927,1910,16,137.62,27851.82
1927,1910,17,291.12,28588.62
1927,1911,15,27.69,28032.55
1927,1911,16,88.8,28361.75
1927,1912,14,7.69,28111.32
1927,1912,15,19.77,28804.28
1927,1913,13,0,27568.95
1927,1913,14,1.21,28211.38
1927,1914,12,0,27411.53
1927,1914,13,0,27927.91
1927,1915,12,0,27018.37
1928,NA,12,0,0
1928,NA,55,0,0
1928,1872,55,0,13542.45
1928,1873,54,0,14268.13
1928,1873,55,0,14380.76
