Parity,UR,Education,W
8,2,1,.63293803
4,2,1,.030382067
7,2,2,.27439669
7,2,1,.7933858
10,2,1,.76142555
4,2,1,.21439348
6,2,1,1.3255153
7,2,1,.53385156
5,1,2,4.2890859
4,2,1,.62913758
2,2,3,.19882518
9,2,1,2.2761695
6,2,1,.49449697
5,2,1,7.5661287
5,2,1,1.9266919
4,2,1,.80222595
6,2,2,.31565648
6,2,1,.99117541
6,2,1,.68383425
7,2,1,1.182265
4,2,1,.99651575
6,2,2,.90819234
3,2,1,.88464421
4,2,2,.93611938
7,2,1,.2126222
6,2,1,.25030589
6,2,1,.95309311
4,2,1,.87160254
7,2,1,.6375286
4,2,1,.30150557
7,2,1,5.3442583
6,2,1,1.5815901
5,2,2,.71259582
7,2,2,1.5813329
4,1,1,.09204717
5,2,1,.49515048
10,2,1,.18551098
6,2,1,1.2781857
3,2,1,.95138329
4,1,1,4.8255324
6,2,1,.91828591
6,2,1,.54116386
5,2,2,.022692636
5,2,1,4.7609825
6,2,1,.027976003
6,1,1,.25976232
6,2,1,.027976003
0,2,1,1.001999
4,2,1,.59830254
3,2,1,1.1829244
7,2,1,.84637165
8,2,1,1.398797
7,2,1,.53128445
4,2,1,.79413188
7,1,1,.40149021
5,1,2,1.0827546
5,1,1,.40785956
3,2,1,.7896446
2,2,1,1.9266919
5,2,1,.030382358
6,2,1,.35243949
4,1,2,.23315591
7,2,1,1.5872116
7,2,1,1.1973433
5,2,1,.24560957
6,2,2,.40611848
6,2,2,1.3097064
7,2,1,1.3694502
7,2,1,.26762706
5,1,2,.53934556
5,2,1,1.7879685
8,2,1,1.0824174
6,2,2,.14430925
8,2,1,.76142555
4,2,1,.63980532
6,2,2,.24992932
3,2,2,.28425524
6,2,2,1.7879685
7,2,2,1.1250235
8,2,1,.80208385
5,2,1,.021719413
3,2,1,.53369468
7,2,1,1.3494571
6,2,1,.47597134
4,2,2,1.1620325
7,2,1,.19922604
5,2,1,.48015052
5,2,1,1.3530437
5,2,1,.32275122
7,2,1,.27456108
7,2,1,.49657279
5,2,2,.24560957
7,2,1,.95138329
4,2,2,.67625535
4,2,1,1.5105332
9,2,1,.57152838
6,2,1,1.2136397
7,2,2,.21124688
8,2,1,.28613764
1,2,1,.67625535
6,2,2,.65132487
2,1,3,.905635
7,2,1,2.8940806
3,1,3,.54144692
6,2,2,3.9792774
9,2,1,1.2802706
4,2,1,.87720615
7,2,1,1.9623547
5,2,3,1.3483753
7,2,1,.025073731
9,2,1,.83140898
6,2,1,.97138065
0,2,1,.65664929
4,2,1,.88464421
8,2,1,1.3694502
5,2,1,.59527344
4,2,1,2.3271358
7,2,1,.40611848
2,2,3,.72429776
7,2,1,.91104621
6,2,2,.5923323
2,2,2,.87720615
5,1,2,.44937214
5,2,1,1.2192112
9,2,1,1.7629166
6,2,2,.31401074
8,2,1,1.8129276
6,2,1,.31794685
8,2,1,1.3694502
9,2,1,.92201197
5,2,1,.4826012
8,2,2,1.6849844
7,2,1,.80965054
5,2,1,1.1102427
6,2,1,.94985259
7,2,1,.030607499
6,2,1,.57878876
4,2,1,5.2591467
6,1,3,.22983477
9,1,1,.30926159
7,2,1,.56075293
5,1,2,.32113081
4,2,1,1.9365314
5,2,1,1.4595771
9,2,2,.32275122
4,2,1,3.5079999
4,2,2,1.3774962
9,2,1,.57985353
7,2,1,1.6745315
4,1,2,.44465056
5,2,1,.022692636
2,2,1,1.5521562
5,2,1,1.2973374
8,2,1,.13678798
7,2,1,.38991773
8,2,1,.15938601
7,2,1,.89638489
2,2,1,.15745093
6,2,1,.64272934
5,2,1,4.7609825
7,2,1,.5036791
8,2,1,.29854363
7,2,1,.37571549
9,2,1,.83266413
5,1,2,1.2479022
9,2,1,.86241251
7,2,1,1.2781857
8,2,1,.94321978
6,2,1,1.0399457
5,2,1,.79214245
7,2,1,.67692405
8,2,1,.35116377
5,2,1,.51786935
10,2,1,.47430086
5,2,2,.030382067
5,1,2,1.1301349
5,2,2,.70985544
6,2,1,.49657279
0,2,1,.54116386
8,1,2,1.63632
7,2,1,.33367169
8,2,1,1.4872183
9,2,1,.67140538
3,2,2,.63980532
4,2,1,2.4018586
5,2,1,.73944211
3,2,1,.57659441
7,2,1,.30045137
4,2,1,.24251576
6,2,1,1.0709144
7,1,1,.19668669
4,2,1,.60800046
8,2,1,1.177458
10,2,1,2.6861176
4,2,2,3.3078921
1,1,3,4.2890859
8,2,1,.33463395
3,2,1,.4562192
12,2,1,1.7629166
1,2,2,.2126222
5,2,2,.91133159
5,2,1,.91715956
7,2,1,.63980532
9,2,1,1.5758116
4,2,2,.3520225
6,2,2,1.3423692
3,2,3,.74648923
5,2,1,.55844718
5,2,1,1.0237832
5,1,1,.012102932
6,2,1,.29381087
3,2,1,.83030611
6,2,1,1.4768488
8,2,1,.69905388
12,2,1,.80332464
5,2,1,2.0452712
6,2,1,1.2030253
6,2,1,1.5500324
1,2,2,3.9792774
7,2,1,5.1599422
5,2,1,1.0071633
9,2,1,1.2550052
3,2,2,.31150228
10,2,1,.12907529
4,2,1,1.8772604
6,2,1,.80208385
8,1,1,.23884229
2,2,1,.29634598
5,2,1,.54897708
5,1,1,1.7414589
4,1,3,.18949468
7,2,2,.7933858
8,2,1,.90155017
6,2,1,.77761179
8,2,1,.68383425
8,2,1,1.9319406
5,2,1,.86095238
6,2,1,1.0059814
7,2,1,.80965054
7,2,1,.95138329
7,1,3,.7593714
4,2,1,.90155017
11,2,1,.36480239
7,2,1,.93453813
1,2,1,.59176427
3,1,2,1.0232525
1,2,1,.49657279
7,2,1,1.222108
6,2,1,.91544306
9,2,1,.76080072
6,2,1,.62234706
9,2,1,1.3530437
10,2,1,1.9141215
8,2,1,1.1250235
7,2,1,.15745093
1,2,1,.59830254
7,2,2,.58175838
5,2,1,.14572264
2,2,1,1.1376872
3,2,1,.2687332
7,2,1,1.3255153
8,2,1,1.1264241
7,2,1,.74834883
3,2,1,1.9486533
9,2,1,1.2549225
3,2,1,1.9131893
5,2,2,1.0187979
9,2,1,1.3635139
8,2,1,.65678281
3,2,1,.53283203
7,2,1,1.381243
9,2,1,.65561843
2,2,1,.25680754
6,2,2,.95004582
4,2,1,1.0898482
3,1,3,.085297406
3,2,1,1.6776276
4,2,1,.90473485
6,2,2,.30045137
9,2,1,.80332464
6,2,1,.22289351
5,1,1,.64063263
8,2,1,.20984118
4,2,1,.60561442
5,2,1,.98136747
4,2,2,.13666753
7,2,1,1.1819224
6,2,1,.14430925
6,2,2,.77285141
4,2,1,1.6776276
6,1,2,.099064149
6,2,1,.81563282
8,2,1,.99117541
7,2,1,1.6968102
7,2,1,.43873423
4,2,1,.21124688
1,2,1,2.0528197
6,2,2,.24560957
8,2,1,.66359234
6,2,1,.26254836
7,2,1,.95850736
4,1,3,.65525162
4,2,1,.83030611
8,2,1,.92214209
9,1,1,.44937214
8,2,1,.9238922
8,2,1,.19167152
8,2,1,.91589934
5,2,1,1.7524872
7,2,1,.29908028
7,2,2,.26362303
10,2,1,.73712689
5,2,1,.53369468
0,2,1,.28465551
7,2,1,.24560957
3,1,1,.55988061
6,2,1,.57152838
7,2,1,1.7226954
6,2,1,.36987981
6,2,2,.31818429
5,2,1,.66392052
1,2,1,.30045137
6,2,2,.75022602
10,2,1,1.9555703
4,2,1,.87548327
5,2,1,.91736847
9,2,1,1.3924582
12,1,1,.87706316
7,1,1,.53662312
8,2,1,.24886504
7,2,1,2.1213844
8,2,1,.89834923
5,2,3,.13585001
7,2,1,.86655396
7,2,1,.67326236
8,2,1,1.8253505
4,2,3,.51305062
6,2,1,.38543317
7,2,1,1.6853372
2,2,1,1.1314003
7,2,1,1.1429251
5,2,1,.14573336
4,2,1,.35703111
4,2,1,.030382067
8,2,1,.64931411
4,2,1,.45785469
7,2,1,.68462062
10,2,1,1.5204629
8,2,1,.44524178
5,2,1,.29078892
8,2,1,.65132487
7,2,1,1.251392
6,2,1,.36177218
6,2,1,.86833942
3,1,2,.44465056
2,2,1,.4405241
1,2,2,.52222103
5,2,3,.32451928
5,2,3,1.6433438
6,2,1,1.2135087
4,2,1,1.0348202
1,1,1,.41667095
5,2,1,1.3401307
7,2,1,.022692636
6,2,1,1.0019184
3,1,3,1.7514656
3,1,2,.25938797
7,1,1,.2717309
8,2,1,1.0398517
9,2,1,1.3117492
5,2,1,1.2030253
5,1,1,.012102932
12,2,1,.97138065
5,2,1,.16205966
5,2,1,.16994099
3,2,3,.030382067
5,1,1,.090482704
10,2,1,.806714
6,2,1,.84083796
8,2,1,1.9141215
1,2,1,1.2984771
6,2,1,.030382067
6,2,1,.22786728
2,2,1,.33382496
6,1,1,.43832031
0,2,1,.76788741
3,2,1,1.7173878
6,1,1,.40327236
7,1,1,5.4482026
9,2,1,.89540184
10,2,1,1.6782615
6,2,1,2.076638
7,2,1,.77419329
10,2,1,.38615182
2,1,2,2.6009662
5,2,1,.62513077
3,2,1,1.9735832
6,1,2,.20326629
7,2,1,2.5396662
2,2,1,.43873423
5,2,1,.59176427
6,2,1,5.1599422
4,1,3,3.2049725
10,2,1,.83234763
6,2,1,2.1512239
5,2,2,.022692636
4,2,1,.26762706
8,1,1,.35385936
5,2,1,1.3706845
4,2,2,.48176706
9,2,1,.35790223
5,2,1,.55198711
5,2,1,1.7129409
9,2,1,1.8129276
8,2,1,.68383425
8,2,2,.38036168
8,2,1,.56509423
8,2,1,.69650155
15,2,2,.90118003
7,2,1,.55198711
3,2,1,.68175697
5,2,2,.026964271
2,1,2,1.2333999
6,2,1,1.398797
6,2,1,.47266206
6,1,2,1.8316039
4,1,1,.083603978
0,2,1,2.0166357
2,2,1,.38543317
6,1,1,2.5721128
5,2,1,.94985259
3,2,3,1.6853372
3,1,2,.63115031
4,2,2,1.3255153
0,1,2,.16253167
5,2,1,.63980532
4,2,2,.2687332
6,2,1,1.9555703
8,2,1,.52402502
9,2,1,.54458869
4,2,1,1.6466823
